place;name;location;date;wiki;lat;lon;abstract;photo
http://dbpedia.org/resource/American_Fine_Arts_Society;American Fine Arts Society;Manhattan;1891;http://en.wikipedia.org/wiki/American_Fine_Arts_Society;40.7662;-73.9806;L’American Fine Arts Society (« la Société américaine des Beaux-Arts ») est située à New York et a été ajouté au registre national des monuments historique des États-Unis le 6 mai 1980. L’American Fine Arts Society a été fondée par Howard Russell Butler.;http://commons.wikimedia.org/wiki/Special:FilePath/American-fine-arts.jpg?width=300
http://dbpedia.org/resource/Anaconda_Smelter_Stack;Anaconda Copper Mining Company Smoke Stack;Anaconda (Montana);1918;http://en.wikipedia.org/wiki/Anaconda_Smelter_Stack;46.11;-112.914;"L'Anaconda Smelter Stack, ou la cheminée de l'Anaconda Copper, est une cheminée cylindrique en brique, qui assurait l'évacuation des fumées de la fonderie de Washoe, appartenant à l'Anaconda Copper, près de la ville d'Anaconda, dans le Montana. Le fût est construit sur une fondation en béton et mesure 178,3 m de haut. Le diamètre interne passe de 23 m à la base, à 18 m au sommet, l'épaisseur de la paroi passe de 1,8 à 0,6 m. La construction de la cheminée s'est achevée le 5 mai 1919, après seulement 144 jours de construction. Elle est l’œuvre de l'Alphons Custodis Chimney Construction Company de New York. Au moment de son inauguration, il s’agissait de la plus haute cheminée du monde, et de la plus haute construction en maçonnerie du monde, tous types confondus. Elle est alors généralement désignée sous le nom de The Stack (« La Cheminée »), et devient un élément remarquable du paysage de l'ouest du Montana. La cheminée est conçue pour évacuer les fumées riches en soufre des différents fours de grillage, de fusion et d'affinage de l'usine de Washoe. La construction est édifiée au sommet d'une colline, à l'extrémité d'un carneau long d'un kilomètre, collectant les fumées issues des divers ateliers. Le carneau (large de 18 puis 36 m) et la cheminée sont capables d'évacuer plus de 100 000 mètres cubes de fumée par minute. La fonderie de Washoe a été démantelée après sa fermeture en 1981, et le site a été dépollué. La cheminée seule est restée debout. En effet, après la fermeture de l'usine, les habitants d'Anaconda ont constitué l'association « Save the Stack », et en 1986 la cheminée a été classée comme state park inscrit au Registre national des lieux historiques. Le site est connu sous le nom d'Anaconda Smoke Stack State Park. 
* La cheminée est si remarquable qu'elle figure sur les vitraux locaux. 
* La cheminée en 1920, avec des filtres électrostatiques à sa base. 
* Le sommet de la cheminée.";http://commons.wikimedia.org/wiki/Special:FilePath/Anaconda_Stack.jpg?width=300
http://dbpedia.org/resource/ANZAC_Square,_Brisbane;Anzac Square, Brisbane;Queensland;1928;http://en.wikipedia.org/wiki/ANZAC_Square,_Brisbane;-27.4665;153.027;ANZAC Square est une place du centre-ville de Brisbane, en Australie. Elle est située à la jonction de deux grandes artères, Ann Street et Adelaide Street. Vaste esplanade agrémentée d'espaces verts, elle doit son nom au Corps d'armée australien et néo-zélandais (en abrégé et en anglais ANZAC), qui s'est distingué sur plusieurs fronts durant la Première Guerre mondiale.;http://commons.wikimedia.org/wiki/Special:FilePath/Anzac-Square-and-Central-Station.jpg?width=300
http://dbpedia.org/resource/Arad_Fort;Arad Fort;Bahreïn;15ème siècle;http://en.wikipedia.org/wiki/Arad_Fort;26.2525;50.6269;"Le fort d'Arad (arabe : قلعة عراد ; Arad Qal'at) est un fort du XVe siècle, situé à , sur l'île de Muharraq, dans le royaume de Bahreïn. Construit dans le style typique des forts islamiques, compacts, au cours du XVe siècle apr. J.-C., avant l'invasion portugaise de 1622, il surplombe la mer dans divers passages peu profonds. Autrefois, un canal maritime inaccessible, contrôlé par les populations locales, empêchait les navires d'approcher l'île où le fort est situé. Le fort carré est doté à chaque coin d'une tour cylindrique, et entouré d'une petite tranchée, remplie de l'eau de puits spécialement. Les parois supérieures du fort sont percées d'ouvertures en forme de nez, pour les tireurs d'élite. Situé près de l'aéroport international de Bahreïn, le fort, entièrement rénové, dans les années 1980, pendant trois années, avec les matériaux d'origine (pierres de mer, chaux, sable, troncs de palmiers, sans ciment), offre une vue magnifique dans son éclairage nocturne. Les droits d'entrée sont de 200 fills.";http://commons.wikimedia.org/wiki/Special:FilePath/AradFort.jpg?width=300
http://dbpedia.org/resource/Archiepiscopal_Palace,_Rouen;Archiepiscopal Palace of Rouen;Rouen;13ème siècle;http://en.wikipedia.org/wiki/Archiepiscopal_Palace,_Rouen;49.4403;1.09639;L'archevêché se trouve au nord-est de la cathédrale de Rouen. Il a la particularité d'être le seul en France à conserver sa fonction et à former cet ensemble cathédrale-archevêché.;http://commons.wikimedia.org/wiki/Special:FilePath/Archevêché.JPG?width=300
http://dbpedia.org/resource/Obélisque_d'Arles;Arles Obelisk;Arles (France);4ème siècle;http://en.wikipedia.org/wiki/Obélisque_d'Arles;43.6764;4.62759;L'aiguille d'Arles ou obélisque d'Arles est un obélisque monolithe anépigraphe, d'origine romaine, érigé au centre de la place de la République, à Arles.;http://commons.wikimedia.org/wiki/Special:FilePath/Arles_obelisque.jpg?width=300
http://dbpedia.org/resource/Aspen_City_Hall;Armory Hall, Fraternal Hall;Aspen;1892;http://en.wikipedia.org/wiki/Aspen_City_Hall;39.1894;-106.818;L'Aspen City Hall est un hôtel de ville américain situé à Aspen, dans le comté de Pitkin, au Colorado. Il est inscrit au Registre national des lieux historiques depuis le 5 juin 1975.;http://commons.wikimedia.org/wiki/Special:FilePath/Aspen_City_Hall.jpg?width=300
http://dbpedia.org/resource/Ashbridge_Estate;Ashbridge Estate;Toronto;1796;http://en.wikipedia.org/wiki/Ashbridge_Estate;43.6653;-79.3228;Le domaine Ashbridge (anglais : Ashbridge Estate) est situé à l'est de Toronto (Ontario, Canada). La propriété a été colonisée par la famille Ashbridge, des Quakers ayant quitté la Pennsylvanie après la Révolution américaine. Comme Loyalistes, ils se sont fait donner 240 ha de terrain au nord du lac Ontario, à l'est de la rivière Don en 1796, qu'ils avaient commencé à défricher deux ans plus tôt. La famille a construit des cabanes en rondins et des maisons sur la grève de la (en). La maison actuelle a été construite en 1854, avec des agrandissements en 1900 et 1920. Alors que la ville de Toronto a connu une expansion, la famille a vendu sa terre pour ne laisser qu'un petit domaine de 0,8 ha dans les années 1920. La maison est située sur la rue Queen Est, près de l'avenue Greenwood, dans le quartier Leslieville. En 1972, la famille Ashbridge a fait don du domaine à la Fiducie du patrimoine ontarien, et elle a continué à l'habiter jusqu'en 1997. Les Ashbridge sont l'une des rares familles à avoir habité le même lot sur plus de 200 ans à Toronto.;http://commons.wikimedia.org/wiki/Special:FilePath/Ashbridge_Estate.jpg?width=300
http://dbpedia.org/resource/Backus_Mill_Heritage_and_Conservation_Centre;Backus Mill Heritage and Conservation Centre pool;Norfolk (Ontario);1798;http://en.wikipedia.org/wiki/Backus_Mill_Heritage_and_Conservation_Centre;42.6427;-80.4748;Le moulin Backus est un moulin à farine situé dans le comté de Norfolk en Ontario. Il a été construit en 1798, et désigné lieu historique national du Canada en 1998. C'est un des plus anciens du Canada, et un des mieux conservés. C'est le plus ancien encore opérationnel de l'Ontario.;http://commons.wikimedia.org/wiki/Special:FilePath/Backhouse_Grist_Mill_NHS.jpg?width=300
http://dbpedia.org/resource/Ballymoon_Castle;Ballymoon Castle;Muine Bheag (Irlande);environ 1290–1310;http://en.wikipedia.org/wiki/Ballymoon_Castle;52.7;-6.907;Le château de Ballymoon est un château classé monument national, situé à 3 km à l'est de Muine Bheag dans le comté de Carlow.;http://commons.wikimedia.org/wiki/Special:FilePath/Ballymoon_Castle_sunset_2.jpg?width=300
http://dbpedia.org/resource/Bannack,_Montana;Bannack Historic District;Comté de Beaverhead;1862;http://en.wikipedia.org/wiki/Bannack,_Montana;45.1611;-112.996;Bannack est une ville fantôme (Ghost Town en anglais) fondée en 1862 dans le Montana, aux États-Unis, qui a conservé une soixantaine de structures historiques en bois empilé, la plupart en bon état et pouvant être visitées. Nommée d'après les Bannocks, une tribu indienne locale, c'était l'emplacement de la première mine d'or principale du Montana, lors de la Ruée vers l'or du Montana. De l'or avait été découvert dans le Montana dès 1852, par Francois Finlay, venu de Californie, mais sans être suivi par d'autres prospecteurs. En 1860, la bande criminelle d'Henry Plummer s'empare de la ville et celui-ci en devint le shérif. Il est abattu peu après ainsi que ses affidés. Le 28 juillet 1862, des prospecteurs menés par John White découvrent de l'or dans une rivière, près de Bannack, qui est fondée comme première capitale territoriale du Montana, qui n'est alors pas encore un État, en 1864, avant d'être remplacée par la ville de Virginia City. Bannack est alors devenue une ville minière, mais avec une population de moins en moins nombreuse. Les derniers habitants sont partis dans les années 1970. Elle est actuellement conservée dans le Bannack State Park et inscrite sur la liste du National Historic Landmark. Le nombre maximal d'habitants était de 3 000 personnes. Il y avait trois hôtels, trois boulangeries, trois forgerons, deux écuries, deux boucheries, une épicerie, un restaurant, une brasserie, un hall de billard, et quatre saloons. Selon une légende, le shérif de Bannack, (en), était le chef d'une bande meurtrière responsable d'une centaine de crimes à la suite desquels 22 hommes furent pendus pour leurs crimes.;http://commons.wikimedia.org/wiki/Special:FilePath/Npnht-bannack-state-park-montana-05222012-rogermpeterson-010_(7166450629).jpg?width=300
http://dbpedia.org/resource/Bathhouse_Row;Bathhouse Row;Hot Springs (Arkansas);1892;http://en.wikipedia.org/wiki/Bathhouse_Row;34.5136;-93.0536;Bathhouse Row est une série de bâtiments thermaux américains situé à Hot Springs, dans l'Arkansas. Protégé au sein du parc national de Hot Springs, ce district historique est inscrit au Registre national des lieux historiques depuis le 13 novembre 1974 et est classé National Historic Landmark depuis le 28 mai 1987.;http://commons.wikimedia.org/wiki/Special:FilePath/Hots_Springs_National_Park_aerial.jpg?width=300
http://dbpedia.org/resource/Baton_Rouge_National_Cemetery;Baton Rouge National Cemetery;Baton Rouge;1867;http://en.wikipedia.org/wiki/Baton_Rouge_National_Cemetery;30.4496;-91.1679;Le cimetière national de Baton Rouge est un cimetière national des États-Unis situé dans la paroisse d'East Baton Rouge, dans la ville de Baton Rouge, en Louisiane. Il s'étend sur 7,7 acres (3,1 ha), et à la fin de 2005, contenait 5 459 inhumations.;http://commons.wikimedia.org/wiki/Special:FilePath/Baton_Rouge_National_Cemetery_(circa_1899).jpg?width=300
http://dbpedia.org/resource/Battle_Creek_Sanitarium;Battle Creek Sanitarium;Battle Creek (Michigan);1903;http://en.wikipedia.org/wiki/Battle_Creek_Sanitarium;42.3269;-85.1878;Le sanitarium de Battle Creek (en anglais, Battle Creek Sanitarium) est un ancien centre hospitalier adventiste situé à Battle Creek dans le Michigan. Il fut le premier hôpital du système médical adventiste, qui comprend aujourd’hui 760 établissements à but non lucratif (hôpitaux, cliniques, dispensaires, orphelinats) dans le monde entier. Ce monument historique de l'État du Michigan est actuellement le Centre fédéral Hart-Dole-Inouye. Le 5 septembre 1866, l’Institut de la réforme sanitaire, dirigé par Dr Horatio Lay, fut inauguré à Battle Creek, basé sur les principes de santé préconisés par les adventistes du septième jour. En 1876, John Harvey Kellogg devint le directeur de l'établissement, et son frère, Will Kellogg, à partir de 1880 en fut le gestionnaire. En 1878, une nouvelle structure fut construite, que John Harvey Kellogg renomma « le Sanitarium de Battle Creek ». Selon ses dires, il transforma le mot Sanatorium, qui désignait un hôpital pour les soldats mutilés ou les malades atteints de la tuberculose, en un autre mot : « Sanitarium », pour désigner un centre hospitalier d'enseignement et de restauration sanitaire, « un lieu où les gens apprennent à être en bonne santé ». Après l'incendie de 1902, qui détruisit totalement le premier édifice, Kellogg reconstruisit un sanitarium plus grand. Entre 1866 et 1906, le nombre d'hospitalisés passa de 106 à 7 006 patients. À cette époque, le sanitarium de Battle Creek fut l'un des hôpitaux les plus réputés et grands dans le monde.;http://commons.wikimedia.org/wiki/Special:FilePath/BattleCreekSanitorium.jpg?width=300
http://dbpedia.org/resource/Taft_Museum_of_Art;Baum-Taft House;Cincinnati;1820;http://en.wikipedia.org/wiki/Taft_Museum_of_Art;39.1025;-84.5033;Le Taft Museum of Art est un musée d'art situé aux États-Unis à Cincinnati, dans l'Ohio. L'édifice néo-classique est inscrit à la liste des monuments protégés de Cincinnati et au Registre national des lieux historiques. Il a été bâti par le politicien Martin Baum (1765-1831), puis a été la demeure de Nicholas Longworth (1783-1863), propriétaire de domaines viticoles, et ensuite du riche industriel David Sinton (1808-1900), dont la fille Anna a épousé Charles Phelps Taft (1843-1929), demi-frère du président des États-Unis, William Howard Taft. Le couple y habite de 1873 à 1929.C'est du portique à la grecque de cette maison que William Howard Taft a accepté sa nomination en tant que président en 1908. Charles et Anna Taft sont des collectionneurs fort avisés et leur demeure devient un véritable musée. Ils font don de leur demeure et de leurs collections aux citoyens de Cincinnati en 1927. Le musée d'art ouvre ses portes au public en 1932.;http://commons.wikimedia.org/wiki/Special:FilePath/TaftMuseum.jpg?width=300
http://dbpedia.org/resource/Bauschänzli;Bauschänzli;Zurich;1662;http://en.wikipedia.org/wiki/Bauschänzli;47.3677;8.5424;Le Bauschänzli est une île du Limmat, sur le territoire de Zurich, dans le canton de Zurich.;http://commons.wikimedia.org/wiki/Special:FilePath/Bauschänzli_-_Stadthausquai_-_Limmat_-_Grossmünster_-_Limmatquai_-_Quaibrücke_2012-07-30_09-01-26.JPG?width=300
http://dbpedia.org/resource/Beale_Street;Beale Street Historic District;Tennessee;1900;http://en.wikipedia.org/wiki/Beale_Street;35.1394;-90.0519;Beale Street est une rue majeure et la principale attraction de la ville de Memphis dans l'État du Tennessee, aux États-Unis. Elle s'étend sur environ 2,4 km (1.5 milles) vers l'est depuis le Mississippi. C'est un site touristique majeur de la ville et un haut lieu historique pour les Afro-Américains et le Blues. Aujourd'hui, on y trouve un nombre important de clubs et de restaurants, souvent autour du thème du blues ou du Rock 'n' roll. Les festivals et concerts en extérieurs y attirent un grand nombre de visiteurs.;http://commons.wikimedia.org/wiki/Special:FilePath/Beale_Street_060523.jpg?width=300
http://dbpedia.org/resource/Beaufort_National_Cemetery;Beaufort National Cemetery;Beaufort (Caroline du Sud);1863;http://en.wikipedia.org/wiki/Beaufort_National_Cemetery;32.4414;-80.6797;Le cimetière national de Beaufort est un cimetière national des États-Unis situé dans le comté de Beaufort, dans la ville de Beaufort, en Caroline du Sud. Géré par le département des États-Unis des affaires des anciens combattants, il s'étend sur 33,1 acres (13,4 ha), et en 2014, contient plus de 19 000 inhumations.;http://commons.wikimedia.org/wiki/Special:FilePath/Beaufortnatcem.jpg?width=300
http://dbpedia.org/resource/Beit_Ghazaleh;Beit Ghazaleh;Syrie;17ème siècle;http://en.wikipedia.org/wiki/Beit_Ghazaleh;36.2068;37.1564;La maison Ghazaleh ou Ghazalé (en arabe : بيت غزالة, beit Ghazaleh), est l'une des demeures d'époque ottomane les plus grandes et qui fut pendant longtemps une des mieux conservées d'Alep. Elle porte le nom de la famille Ghazaleh qui l'a occupée pendant environ deux siècles. Utilisée comme école depuis 1914, elle a été restaurée en 2012 en vue de devenir le musée de la mémoire d’Alep. Malheureusement, deux ans plus tard, elle a été gravement endommagée par des attaques à l'été 2014, et un certain nombre de ses éléments décoratifs (notamment des boiseries) a été volé.;http://commons.wikimedia.org/wiki/Special:FilePath/1_Beit_Gazaleh_RCh_2010_DSC_1798.jpg?width=300
http://dbpedia.org/resource/Beiteddine_Palace;Beiteddine Palace;Liban;1788;http://en.wikipedia.org/wiki/Beiteddine_Palace;33.6962;35.5799;Le Palais de Beiteddine (arabe : قصر بيت الدين) est un palais du XIXe siècle à Beiteddine au Liban, siège de l'émirat du Mont-Liban sous le règne de Bachir Chehab II. Aujourd'hui il héberge le festival de Beiteddine, le Musée du palais de Beiteddine et la résidence d'été du président de la République libanaise.;http://commons.wikimedia.org/wiki/Special:FilePath/Courtyard_at_Beiteddine_Palace_-_2009.jpg?width=300
http://dbpedia.org/resource/Benicia_Arsenal;Benicia Arsenal;Benicia;1849;http://en.wikipedia.org/wiki/Benicia_Arsenal;38.054;-122.136;"Benicia Arsenal L’arsenal de Benicia (1851-1964) et les casernes de Benicia (Benicia Barracks, 1852-66) font partie d'une grande réserve militaire située près de la baie de Suisun à Benicia en Californie. Pendant plus de cent ans, l'arsenal a été l'installation principale de l'ordonnance de l'armée des États-Unis. En 1847, une parcelle de 252 acres (102 ha) de terrain adjacent aux limites de la ville de Benicia vers l'est est acquise pour y installer une réserve militaire. La première occupation du poste a lieu le 9 avril 1849, lorsque deux compagnies du (en) installent un camp pour fonder les casernes de Benicia, qui accueillent aussi le (en). En 1851, après l'exhortation du général (en), le premier dépôt de ravitaillement de l'ordonnance dans l'ouest est créé à Benicia. En 1852, il est nommé « arsenal de Benicia ». Parmi les personnalités militaires notables qui y ont stationné à cette époque, on retrouve, entre autres, Ulysse S. Grant, Edward Ord et Joseph Hooker. Les sols de l'arsenal de Benicia sont aussi connus pour avoir été l'écurie du seul (en) de l'armée. Le corps des chameaux, de courte durée, est dissous en 1863, mais les écuries de chameaux, construites en 1855, subsistent et sont maintenant le musée historique de Benicia. L'arsenal de Benicia est une zone de regroupement pendant la guerre de Sécession pour les troupes de l'armée de l'Union dans l'ouest, et l'installation un poste de garnison jusqu'en 1898 lorsque les troupes sont affectées en Philippines pendant la guerre hispano-américaine. Pendant la première guerre mondiale, l'arsenal de Benicia fournit le soutien en armes et munitions à toutes les grandes installations de l'armée dans les États de l'Ouest ainsi que le ravitaillement en matériels de l'ordonnance aux forces expéditionnaires américaines en Sibérie. Dans les 24 heures suivant l'attaque de Pear Harbor, un convoi de 125 camions est chargé et expédié de l'arsenal de Benicia, laissant ses stocks de munitions d'armes de petit calibre, et d'explosifs complètement épuisé. Au cours de la guerre, l'arsenal ravitaille les ports avec des armes, de l'artillerie, des pièces de rechange, du ravitaillement et des outils. De plus, l'arsenal répare 14 343 paires de jumelles, fabrique 180 000 petits ustensiles pour des tanks et des armes, et répare environ 70 000 montres. Néanmoins, l'arsenal est plus célèbre pour avoir fourni les munitions au lieutenant-colonel Jimmy Doolittle pour le premier bombardement aérien de Tokyo le 18 avril 1942, lancé à partir de l'USS Hornet. Avant 1940, l'arsenal emploie 85 employés civils ; en octobre 1942, les effectifs atteignent 4 545. Le manque de main d’œuvre oblige le commandant de l'arsenal à mettre 250 italiens et 400 allemands, prisonniers de guerre, au travail, ainsi que 150 jeunes de l' (en). Les femmes forment près de la moitié des employés civils. Pendant la guerre de Corée, le nombre de civils atteint le pic historique de 6 700 ouvriers. L'arsenal de Benicia est désactivé en 1963, et l'installation est fermée en 1964. L'arsenal est reconverti en espace de travail et de vente pour les artistes et les artisans. Le récipiendaire de la médaille d'honneur (en) est enterré dans le cimetière de l'arsenal.";http://commons.wikimedia.org/wiki/Special:FilePath/Benicia_Arsenal_1878.jpg?width=300
http://dbpedia.org/resource/Bethune_Memorial_House;Bethune Memorial House;Gravenhurst (Ontario);1880;http://en.wikipedia.org/wiki/Bethune_Memorial_House;44.9211;-79.3764;"La Maison commémorative Bethune (Bethune Memorial House) est un site historique du Canada situé à Gravenhurst (Ontario) dans la Municipalité de district de Muskoka. Elle a été construite en 1880, et commémore la vie et le travail de Norman Bethune (1890-1939), médecin canadien. 
* Bureau de Norman Bethune";http://commons.wikimedia.org/wiki/Special:FilePath/Historic_House_in_Fall2006.JPG?width=300
