"building","name","wiki","lat","lon","height","date","abstract","photo"
"http://dbpedia.org/resource/Abraj_Al_Bait","Abraj Al Bait Towers","http://en.wikipedia.org/wiki/Abraj_Al_Bait",21.4189,39.8264,494.0,2012,"L'Abraj Al Bait Towers est un complexe formé de sept gratte-ciels situé à La Mecque (Arabie saoudite), dont les travaux ont été achevés en 2012. Al Bait signifie « La Maison ».","http://en.wikipedia.org/wiki/Special:FilePath/Abraj-al-Bait-Towers.JPG?width=300"
"http://dbpedia.org/resource/John_Hancock_Center","875 North Michigan Avenue","http://en.wikipedia.org/wiki/John_Hancock_Center",41.8988,-87.623,457.2,1969,"Le 875 North Michigan Avenue (anciennement appelé John Hancock Center) est un gratte-ciel situé au 875 North Michigan Avenue dans le quartier de Streeterville à Chicago, dans l'État de l'Illinois aux États-Unis. Il atteint 344 mètres de hauteur (100 étages) et fut dessiné par Bruce Graham. La flèche de l'antenne culmine à 456,9 mètres de hauteur. Il est familièrement appelé « Big John » par les Chicagoans. Sa construction a été achevée en 1969 : il était alors le plus haut immeuble du monde en dehors de New York. Aujourd'hui, il est le quatrième gratte-ciel le plus élevé de Chicago, après la Willis Tower, la Trump Tower et l'Aon Center. Le bâtiment abrite des bureaux et des restaurants (dont un qui se trouve au 95e étage), ainsi que des appartements résidentiels. Il est possible d'admirer le panorama de Chicago depuis le 94e étage, à 314 mètres d'altitude. John Hancock Center est le 8e plus haut gratte-ciel du continent américain (le troisième si on compte les antennes) et le 41e plus haut du monde. C'est dans cette tour qu'a été tourné le film Poltergeist 3 en 1988.","http://commons.wikimedia.org/wiki/Special:FilePath/John_Hancock_Center_-_Chicago.jpg?width=300"
"http://dbpedia.org/resource/Zifeng_Tower","Zifeng Tower","http://en.wikipedia.org/wiki/Zifeng_Tower",32.0625,118.778,450.0,"January 2010","Zifeng Tower, également appelé Greenland Center-Zifeng Tower, Greenland Square Zifeng Tower et Nanjing Greenland Financial Center, est avec 450 mètres le plus haut gratte-ciel de Nankin en Chine. À son ouverture en 2010, elle était la deuxième plus haute tour de Chine après le Shanghai World Financial Center.","http://commons.wikimedia.org/wiki/Special:FilePath/Zifeng_Tower.jpg?width=300"
"http://dbpedia.org/resource/Suzhou_IFS","Suzhou IFS","http://en.wikipedia.org/wiki/Suzhou_IFS",31.3241,120.713,450.0,2019,"Le Suzhou IFS (chinois : 苏州国际金融中心 ; pinyin : sūzhōu guójì jīnróng zhōngxīn) ou Suzhou Supertower est un gratte-ciel à Suzhou en Chine. Achevé en 2019, il s'agit actuellement du plus haut gratte-ciel de la ville, avec 450 mètres pour 95 étages.","http://commons.wikimedia.org/wiki/Special:FilePath/Suzhou_IFS_2015-06-06.jpg?width=300"
"http://dbpedia.org/resource/Taipei_101","Taipei 101","http://en.wikipedia.org/wiki/Taipei_101",25.0336,121.565,449.2,2003-11-14,"Taipei 101 (chinois traditionnel : 臺北101 ; chinois simplifié : 台北101 ; pinyin : Táiběi 101), anciennement Centre financier international de Taipei, est un gratte-ciel localisé dans le district de Xinyi, Taipei à Taïwan. Le bâtiment est officiellement classé 10e plus grand gratte-ciel du monde avec une hauteur de 508,2 m. Il était le plus grand gratte-ciel au monde de 2004 à 2010 jusqu'à l'inauguration de la Burj Khalifa, devenue à son tour le plus haut immeuble de la planète avec une hauteur de 828 m. En juillet 2011, la tour a reçu la certification LEED Platinum, le plus grand prix du système de standardisation Leadership in Energy and Environmental Design et elle est devenue la plus grande écoconstruction du monde. L'édifice a été conçu par le groupement d’architectes C.Y. Lee & Partners Architects puis principalement construit par KTRT Joint Venture. En 2001, le propriétaire Taipei Financial Center Corporation remet le contrôle de la construction à Samsung C&T pour accélérer le processus. La construction s'est finie en 2004. La tour sert de symbole pour le Taïwan moderne depuis son inauguration. Des feux d'artifice y sont lancés chaque année pour le Nouvel An et le gratte-ciel apparaît fréquemment dans les carnets de voyage et les médias internationaux. Taipei 101 comporte 101 étages (d'où son nom) et 5 niveaux de sous-sols. L'architecture du bâtiment est un symbole de l'évolution technologique et de la tradition asiatique. Son approche au style postmoderne incorpore des éléments traditionnels tout en ajoutant une touche moderne. La tour est conçue pour faire face aux typhons et séismes. Un centre commercial sur six niveaux contigu à la tour abrite des centaines de magasins et restaurants.","http://commons.wikimedia.org/wiki/Special:FilePath/Taipei101.portrait.altonthompson.jpg?width=300"
"http://dbpedia.org/resource/KK100","Kingkey 100","http://en.wikipedia.org/wiki/KK100",22.5466,114.102,442.0,"September 2011","La Kingkey 100 (chinois simplifié : 京基100) est un gratte-ciel situé dans le district de Luohu à Shenzhen en Chine. Terminée en 2011, elle mesure 441,8 mètres de haut et comporte un observatoire à 427,1 mètres. Elle était à son inauguration le plus haut gratte-ciel de Shenzhen.","http://commons.wikimedia.org/wiki/Special:FilePath/深圳“京基100”摩天大楼.jpg?width=300"
"http://dbpedia.org/resource/Guangzhou_International_Finance_Center","Guangzhou International Finance Center","http://en.wikipedia.org/wiki/Guangzhou_International_Finance_Center",23.1203,113.318,438.6,2010,"Le Guangzhou International Finance Center (chinois : 广州国际金融中心 ; pinyin : guǎngzhōu guójì jīnróng zhōngxīn), initialement appelée la Tour Ouest de Canton, est un gratte-ciel de 438 mètres situé à Canton, en Chine. Il a été construit de décembre 2005 à 2010. Ce projet est l'œuvre de l'agence britannique Wilkinson Eyre. Le programme comprend un centre de conférences, un hôtel et des bureaux.","http://commons.wikimedia.org/wiki/Special:FilePath/GZIFC.jpg?width=300"
"http://dbpedia.org/resource/Taipei_101","Taipei 101","http://en.wikipedia.org/wiki/Taipei_101",25.0336,121.565,438.0,2003-11-14,"Taipei 101 (chinois traditionnel : 臺北101 ; chinois simplifié : 台北101 ; pinyin : Táiběi 101), anciennement Centre financier international de Taipei, est un gratte-ciel localisé dans le district de Xinyi, Taipei à Taïwan. Le bâtiment est officiellement classé 10e plus grand gratte-ciel du monde avec une hauteur de 508,2 m. Il était le plus grand gratte-ciel au monde de 2004 à 2010 jusqu'à l'inauguration de la Burj Khalifa, devenue à son tour le plus haut immeuble de la planète avec une hauteur de 828 m. En juillet 2011, la tour a reçu la certification LEED Platinum, le plus grand prix du système de standardisation Leadership in Energy and Environmental Design et elle est devenue la plus grande écoconstruction du monde. L'édifice a été conçu par le groupement d’architectes C.Y. Lee & Partners Architects puis principalement construit par KTRT Joint Venture. En 2001, le propriétaire Taipei Financial Center Corporation remet le contrôle de la construction à Samsung C&T pour accélérer le processus. La construction s'est finie en 2004. La tour sert de symbole pour le Taïwan moderne depuis son inauguration. Des feux d'artifice y sont lancés chaque année pour le Nouvel An et le gratte-ciel apparaît fréquemment dans les carnets de voyage et les médias internationaux. Taipei 101 comporte 101 étages (d'où son nom) et 5 niveaux de sous-sols. L'architecture du bâtiment est un symbole de l'évolution technologique et de la tradition asiatique. Son approche au style postmoderne incorpore des éléments traditionnels tout en ajoutant une touche moderne. La tour est conçue pour faire face aux typhons et séismes. Un centre commercial sur six niveaux contigu à la tour abrite des centaines de magasins et restaurants.","http://commons.wikimedia.org/wiki/Special:FilePath/Taipei101.portrait.altonthompson.jpg?width=300"
"http://dbpedia.org/resource/Guangzhou_International_Finance_Center","Guangzhou International Finance Center","http://en.wikipedia.org/wiki/Guangzhou_International_Finance_Center",23.1203,113.318,437.5,2010,"Le Guangzhou International Finance Center (chinois : 广州国际金融中心 ; pinyin : guǎngzhōu guójì jīnróng zhōngxīn), initialement appelée la Tour Ouest de Canton, est un gratte-ciel de 438 mètres situé à Canton, en Chine. Il a été construit de décembre 2005 à 2010. Ce projet est l'œuvre de l'agence britannique Wilkinson Eyre. Le programme comprend un centre de conférences, un hôtel et des bureaux.","http://commons.wikimedia.org/wiki/Special:FilePath/GZIFC.jpg?width=300"
"http://dbpedia.org/resource/KK100","Kingkey 100","http://en.wikipedia.org/wiki/KK100",22.5466,114.102,427.1,"September 2011","La Kingkey 100 (chinois simplifié : 京基100) est un gratte-ciel situé dans le district de Luohu à Shenzhen en Chine. Terminée en 2011, elle mesure 441,8 mètres de haut et comporte un observatoire à 427,1 mètres. Elle était à son inauguration le plus haut gratte-ciel de Shenzhen.","http://commons.wikimedia.org/wiki/Special:FilePath/深圳“京基100”摩天大楼.jpg?width=300"
"http://dbpedia.org/resource/432_Park_Avenue","432 Park Avenue","http://en.wikipedia.org/wiki/432_Park_Avenue",40.7617,-73.9719,425.501,2015-12-23,"Le 432 Park Avenue est un gratte-ciel résidentiel américain développé par le CIM Group situé dans le quartier de Midtown Manhattan à New York. Le bâtiment possède une hauteur d'environ 426 mètres, 147 appartements en copropriété et est à ce jour l'un des plus hauts bâtiments des États-Unis, le plus haut gratte-ciel résidentiel du monde, ainsi que le plus haut bâtiment de New York au niveau du toit, dépassant l'ancien World Trade Center. Il est également la troisième structure la plus haute de New York derrière le One World Trade Center (541 mètres) et l'Empire State Building (443 mètres). Le ratio largeur/hauteur est de 1/15. Le bâtiment devait initialement culminer à 396 mètres mais gagna finalement une trentaine de mètres de plus. 432 Park Avenue a été achevé fin 2015. Cette tour a nécessité la démolition, en 2007, des 495 chambres du Drake Hotel construit en 1926. En raison de son emplacement en plein cœur de Manhattan, la valeur du bâtiment est estimée en 2021 à environ 3,1 milliards de dollars. Toutefois, divers problèmes mécaniques mettent en cause les méthodes de construction et les matériaux utilisés.","http://commons.wikimedia.org/wiki/Special:FilePath/432ParkAvenueJuly2015.JPG?width=300"
"http://dbpedia.org/resource/Marina_101","Marina 101","http://en.wikipedia.org/wiki/Marina_101",25.0895,55.1489,425.0,2017,"Le Marina 101 est un gratte-ciel situé à Dubaï. L'immeuble a atteint sa hauteur définitive de 426,5 m fin avril 2015 et a été achevé en 2017. Ce bâtiment est développé par Sheffield Real Estate. Son coût est estimé à 307 M€. Situation en 2021 La tour de 101 étage est actuellement abandonnée.Le promoteur immobilier (un consortium indien) a fait faillite et la tour n'a pas été entièrement terminée au niveau de l’aménagement des appartements des derniers étages.La vidéo des créateurs de contenus ""Hit the road"" montre bien l'état quasi terminé de ces derniers appartements :","http://commons.wikimedia.org/wiki/Special:FilePath/Marina_101_feb2014.jpg?width=300"
"http://dbpedia.org/resource/Jin_Mao_Tower","Jin Mao Tower","http://en.wikipedia.org/wiki/Jin_Mao_Tower",31.2372,121.501,420.5,1999,"La Tour Jinmao (chinois simplifié : 金茂大厦 ; pinyin : jīn mào dàshà ; litt. « Tour de la prospérité d'or ») est un gratte-ciel situé à Shanghai en Chine. Il se trouve dans le quartier de Pudong, au cœur de Lujiazui, le quartier des affaires de la ville. Le building a été dessiné par le cabinet d'architecte américain Skidmore, Owings and Merrill en collaboration avec des agences d'archirecture chinoise en tant qu'architectes associés ; l'East China Architectural Design & Research Institute (华东建筑设计研究总院), l'agence Jiang Architects & Engineers et le Shanghai Institute of Architectural Design & Research Co.Ltd (SIADR) Inauguré en 1998, il a été jusqu'en 2008 le gratte-ciel le plus haut de Chine, si l'on omet la Taipei 101, située à Taïwan. Lors de son ouverture en 1999, la tour occupe la sixième place au classement mondial des gratte-ciel. Elle s'élève à 421 mètres et possède 88 étages (le 8 étant symbole de prospérité et d'argent pour les chinois) ; les ascenseurs montent à la vitesse de 9 m/s et permettent d'aller du rez-de-chaussée au dernier étage en moins de 50 secondes. La Jin Mao Tower constitue l'un des trois gratte-ciel emblématiques de Shanghai. Le Shanghai World Financial Center (492 mètres), aussi appelé ""décapsuleur"" par allusion à sa forme, fut achevé en 2008. La Shanghai Tower (632 mètres) fut achevée en 2015. Un hôtel et des restaurants de type occidental (Grand Hyatt - 5 étoiles) occupent la tour à partir du 55e étage. Le Grand Hyatt est en 2007 l'hôtel le plus haut du monde. Les occupants peuvent profiter de la vue exceptionnelle sur le Bund, sur l'autre rive du fleuve Huangpu. La visite du dernier étage permet de voir le panorama de Shanghai. Au centre du dernier étage, une verrière donne sur le hall de l'hôtel, une trentaine d'étages plus bas, et les galeries qui desservent les chambres. La tour a été conçue de façon à pouvoir résister aux plus violents cyclones et tremblements de terre.","http://commons.wikimedia.org/wiki/Special:FilePath/Jin_Mao_Tower.jpg?width=300"
"http://dbpedia.org/resource/Guangzhou_International_Finance_Center","Guangzhou International Finance Center","http://en.wikipedia.org/wiki/Guangzhou_International_Finance_Center",23.1203,113.318,415.1,2010,"Le Guangzhou International Finance Center (chinois : 广州国际金融中心 ; pinyin : guǎngzhōu guójì jīnróng zhōngxīn), initialement appelée la Tour Ouest de Canton, est un gratte-ciel de 438 mètres situé à Canton, en Chine. Il a été construit de décembre 2005 à 2010. Ce projet est l'œuvre de l'agence britannique Wilkinson Eyre. Le programme comprend un centre de conférences, un hôtel et des bureaux.","http://commons.wikimedia.org/wiki/Special:FilePath/GZIFC.jpg?width=300"
"http://dbpedia.org/resource/Al_Hamra_Tower","Al Hamra Tower","http://en.wikipedia.org/wiki/Al_Hamra_Tower",29.379,47.9932,414.0,2011,"L'Al Hamra Tower est un gratte-ciel de bureaux de style déconstructiviste situé dans la ville de Koweït. Terminé en 2011, il mesure 412 mètres pour 77 étages. Il est composé en plus de nombreux bureaux, d'un restaurant, d'un hôtel, d'un centre commercial de 6 étages et d'un parking pouvant accueillir 1 727 voitures sur 11 niveaux. Les architectes sont l'agence américaine Skidmore, Owings and Merrill et l'agence Al Jazera Consultants ('Associate architect')","http://commons.wikimedia.org/wiki/Special:FilePath/Alhamra_Tower.jpg?width=300"
"http://dbpedia.org/resource/Suzhou_IFS","Suzhou IFS","http://en.wikipedia.org/wiki/Suzhou_IFS",31.3241,120.713,399.1,2019,"Le Suzhou IFS (chinois : 苏州国际金融中心 ; pinyin : sūzhōu guójì jīnróng zhōngxīn) ou Suzhou Supertower est un gratte-ciel à Suzhou en Chine. Achevé en 2019, il s'agit actuellement du plus haut gratte-ciel de la ville, avec 450 mètres pour 95 étages.","http://commons.wikimedia.org/wiki/Special:FilePath/Suzhou_IFS_2015-06-06.jpg?width=300"
"http://dbpedia.org/resource/23_Marina","23 Marina","http://en.wikipedia.org/wiki/23_Marina",25.0898,55.1506,395.0,2012,"23 Marina est un gratte-ciel résidentiel à Dubaï. La tour a 90 étages et une hauteur de 395 m (1 296 pieds). Cette tour était encore en juin 2014 le deuxième plus haut immeuble résidentiel du monde, après la Princess Tower (414 m - 1 358 pieds) située elle aussi à Dubaï. La tour compte 57 piscines, et chaque duplex dans la tour est équipé avec son propre ascenseur privé. La tour est composée de 291 appartements.","http://commons.wikimedia.org/wiki/Special:FilePath/23_Marina_2,_Nov_2014.jpg?width=300"
"http://dbpedia.org/resource/23_Marina","23 Marina","http://en.wikipedia.org/wiki/23_Marina",25.0898,55.1506,392.8,2012,"23 Marina est un gratte-ciel résidentiel à Dubaï. La tour a 90 étages et une hauteur de 395 m (1 296 pieds). Cette tour était encore en juin 2014 le deuxième plus haut immeuble résidentiel du monde, après la Princess Tower (414 m - 1 358 pieds) située elle aussi à Dubaï. La tour compte 57 piscines, et chaque duplex dans la tour est équipé avec son propre ascenseur privé. La tour est composée de 291 appartements.","http://commons.wikimedia.org/wiki/Special:FilePath/23_Marina_2,_Nov_2014.jpg?width=300"
"http://dbpedia.org/resource/432_Park_Avenue","432 Park Avenue","http://en.wikipedia.org/wiki/432_Park_Avenue",40.7617,-73.9719,392.1,2015-12-23,"Le 432 Park Avenue est un gratte-ciel résidentiel américain développé par le CIM Group situé dans le quartier de Midtown Manhattan à New York. Le bâtiment possède une hauteur d'environ 426 mètres, 147 appartements en copropriété et est à ce jour l'un des plus hauts bâtiments des États-Unis, le plus haut gratte-ciel résidentiel du monde, ainsi que le plus haut bâtiment de New York au niveau du toit, dépassant l'ancien World Trade Center. Il est également la troisième structure la plus haute de New York derrière le One World Trade Center (541 mètres) et l'Empire State Building (443 mètres). Le ratio largeur/hauteur est de 1/15. Le bâtiment devait initialement culminer à 396 mètres mais gagna finalement une trentaine de mètres de plus. 432 Park Avenue a été achevé fin 2015. Cette tour a nécessité la démolition, en 2007, des 495 chambres du Drake Hotel construit en 1926. En raison de son emplacement en plein cœur de Manhattan, la valeur du bâtiment est estimée en 2021 à environ 3,1 milliards de dollars. Toutefois, divers problèmes mécaniques mettent en cause les méthodes de construction et les matériaux utilisés.","http://commons.wikimedia.org/wiki/Special:FilePath/432ParkAvenueJuly2015.JPG?width=300"
"http://dbpedia.org/resource/CITIC_Plaza","Citic Plaza","http://en.wikipedia.org/wiki/CITIC_Plaza",23.1444,113.319,390.2,1996,"Le Citic Plaza (中信廣場, pinyin : zhōngxìn guǎngchǎng), est un gratte-ciel de Guangzhou (Canton), en Chine. Conçu par la cabinet d'architecture hongkongais DLN Architects, il a été achevé en 1997. Haut de 391 mètres et comptant 80 étages, il était, au moment de sa construction, le plus haut immeuble d'Asie. Au pied de la Citic Plaza se trouvent les Citic Plaza Apartments, deux gratte-ciel jumeaux de 142 mètres de hauteur.","http://commons.wikimedia.org/wiki/Special:FilePath/Guangzhou_CITIC_Plaza_DSC02461.jpg?width=300"
"http://dbpedia.org/resource/Shun_Hing_Square","Shun Hing Square","http://en.wikipedia.org/wiki/Shun_Hing_Square",22.5453,114.106,384.0,"March 1996","Le Shun Hing Square (地王大厦 pinyin : dì wáng dà shà) est un gratte-ciel situé à Shenzhen, en Chine. Il a été achevé en 1996. Il mesure 384 m de hauteur et comporte 69 étages. À l'origine, en 1996, c'était le gratte-ciel le plus haut de Chine. Il a été dépassé par le Citic Plaza (391 mètres) en 1997.","http://commons.wikimedia.org/wiki/Special:FilePath/Shun_hing_Square.jpg?width=300"
"http://dbpedia.org/resource/Zifeng_Tower","Zifeng Tower","http://en.wikipedia.org/wiki/Zifeng_Tower",32.0625,118.778,381.0,"January 2010","Zifeng Tower, également appelé Greenland Center-Zifeng Tower, Greenland Square Zifeng Tower et Nanjing Greenland Financial Center, est avec 450 mètres le plus haut gratte-ciel de Nankin en Chine. À son ouverture en 2010, elle était la deuxième plus haute tour de Chine après le Shanghai World Financial Center.","http://commons.wikimedia.org/wiki/Special:FilePath/Zifeng_Tower.jpg?width=300"
"http://dbpedia.org/resource/Federation_Tower","Complexe de la Fédération","http://en.wikipedia.org/wiki/Federation_Tower",55.7498,37.5371,374.0,2017-12-07,"Le Complexe de la Fédération (en russe : Комплекс Федерация) est un complexe de bureaux situé dans le quartier d'affaires de Moskva-City à Moscou (Russie), composé de deux tours distinctes. La tour Ouest, ou Zapad Tower s'élève à 243 mètres et a été terminée en 2008. La tour Est, ou Vostok Tower, atteint 373 mètres. Inaugurée en 2016, c'est alors le plus haut gratte-ciel de Russie. La tour possède 95 étages. Durant la construction, plusieurs modifications successives ont eu lieu en raison de la crise ; le projet devait initialement comporter une antenne qui aurait porté sa hauteur à plus de 500 mètres. En 2012, un incendie a retardé les travaux qui auraient dû se terminer en 2015.","http://commons.wikimedia.org/wiki/Special:FilePath/Federation-Tower_in_July.jpg?width=300"
"http://dbpedia.org/resource/Marina_101","Marina 101","http://en.wikipedia.org/wiki/Marina_101",25.0895,55.1489,371.0,2017,"Le Marina 101 est un gratte-ciel situé à Dubaï. L'immeuble a atteint sa hauteur définitive de 426,5 m fin avril 2015 et a été achevé en 2017. Ce bâtiment est développé par Sheffield Real Estate. Son coût est estimé à 307 M€. Situation en 2021 La tour de 101 étage est actuellement abandonnée.Le promoteur immobilier (un consortium indien) a fait faillite et la tour n'a pas été entièrement terminée au niveau de l’aménagement des appartements des derniers étages.La vidéo des créateurs de contenus ""Hit the road"" montre bien l'état quasi terminé de ces derniers appartements :","http://commons.wikimedia.org/wiki/Special:FilePath/Marina_101_feb2014.jpg?width=300"
