site;name;wiki;lat;lon;abstract;photo
http://dbpedia.org/resource/Ajanta_Caves;Ajantâ;http://en.wikipedia.org/wiki/Ajanta_Caves;20.5533;75.7003;"Ajantâ est un village de l'État indien de Maharashtra, près d'Aurangabad, célèbre pour son groupe de 29 grottes artificielles bouddhistes, creusées dans du basalte dur, dont trois inachevées ; des peintures et des sculptures remarquables les décorent. En 1983, le site d'Ajantâ a été classé au patrimoine mondial de l'humanité de l'UNESCO.";http://commons.wikimedia.org/wiki/Special:FilePath/Ajanta_(63).jpg?width=300
http://dbpedia.org/resource/Alcázar_of_Segovia;Alcazar de Ségovie;http://en.wikipedia.org/wiki/Alcázar_of_Segovia;40.9525;-4.13251;L'alcazar de Ségovie est un château fortifié, situé à l'extrémité de la vieille ville de Ségovie en Espagne. Il est bâti sur un éperon rocheux dominant le confluent des rivières Eresma et Clamores près de la sierra de Guadarrama. Il est l'un des châteaux les plus remarquables d'Espagne en raison de sa forme semblable à la proue d'un navire. L'alcazar a été initialement construit comme une forteresse, mais a servi de palais royal, de prison d'État et comme académie militaire depuis lors.;http://commons.wikimedia.org/wiki/Special:FilePath/479138_3343754407184_1760297151_o.jpg?width=300
http://dbpedia.org/resource/Alcázar_of_Seville;Alcazar de Séville;http://en.wikipedia.org/wiki/Alcázar_of_Seville;37.3839;-5.99139;L'alcazar de Séville (en espagnol : Real Alcázar de Sevilla, prononcé en espagnol : [alˈkaθar]) est un palais fortifié (alcazar) construit à Séville par les Omeyyades d'Espagne et modifié à plusieurs reprises pendant et après la période musulmane. Il est considéré comme l'exemple le plus brillant de l'architecture mudéjar sur la péninsule Ibérique. La famille royale d'Espagne utilisait encore récemment l'étage, mais préfère actuellement l'hôtel Alphonse XIII à côté. Pour indiquer leur présence, le drapeau de l'entrée touristique est baissé. L'alcazar de Séville est inscrit au patrimoine mondial de l'humanité par l'UNESCO depuis 1987.;http://commons.wikimedia.org/wiki/Special:FilePath/Patio_de_las_doncellas.jpg?width=300
http://dbpedia.org/resource/Alhambra;Alhambra (Grenade);http://en.wikipedia.org/wiki/Alhambra;37.1769;-3.59001;L'Alhambra (de l'arabe Al-Hamrâ - الحَمْراء) de Grenade en Andalousie est un ensemble palatial constituant l'un des monuments majeurs de l'architecture islamique. Acropole médiévale la plus majestueuse du monde méditerranéen, située sur le plateau de la Sabika qui domine la ville, elle se compose essentiellement de quatre parties incluses dans son enceinte fortifiée : l'Alcazaba, les palais nasrides, le Généralife, ses jardins, et le palais de Charles Quint. C'est avec la Grande mosquée de Cordoue le plus prestigieux témoin de la présence musulmane en Espagne du VIIIe au XVe siècle. Leurs caractères sont d'ailleurs opposés : à la sobriété du monument religieux représentatif de la première architecture islamique, s'oppose l'exubérance de la dernière manière hispano-mauresque : celle-ci s'exprime en effet dans les palais des derniers souverains nasrides, alors en pleine décadence, et qui disparaîtront bientôt lors des derniers assauts de la Reconquista.;http://commons.wikimedia.org/wiki/Special:FilePath/Vista_de_la_Alhambra.jpg?width=300
http://dbpedia.org/resource/Jungfrau-Aletsch_protected_area;Alpes suisses Jungfrau-Aletsch;http://en.wikipedia.org/wiki/Jungfrau-Aletsch_protected_area;46.5;8.03333;Le site Jungfrau-Aletsch-Bietschhorn est un site naturel situé en Suisse inscrit au Patrimoine mondial de l'UNESCO depuis 2001. Le site a été étendu en 2007.;http://commons.wikimedia.org/wiki/Special:FilePath/Finsteraarhorn_and_surrounding_mounts.jpg?width=300
http://dbpedia.org/resource/Ambohimanga;Ambohimanga;http://en.wikipedia.org/wiki/Ambohimanga;-18.7592;47.5628;"Ambohimanga est une colline à Madagascar, située approximativement à 24 km au nord-est de la capitale Antananarivo, sur laquelle est établie une place forte royale traditionnelle (rova). La colline et la place fortifiée située au sommet sont considérées comme les symboles les plus significatifs de l'identité culturelle des Merina et le monument le mieux préservé du royaume Merina. Le village fortifié contient les résidences et les sites funéraires de plusieurs monarques importants. Le site, l'une des douze collines sacrées d'Imerina, est associé à un fort sentiment d'identité nationale et a conservé son caractère spirituel et sacré pendant au moins 400 ans tant dans la pratique des rituels que dans l'imagination populaire. Il demeure un lieu de vénération sur lequel pèlerins de Madagascar et d'ailleurs se rendent. Le site a occupé une place politique importante au début du XVIIIe siècle quand le roi Andriamasinavalona (1675-1710) a divisé le Royaume Mérina en quatre parts et a choisi son fils Andriantsimitoviaminiandriana pour gouverner la partie nord-est, appelée Avaradrano, depuis sa nouvelle capitale Ambohimanga. Sur cette colline est édifiée l'ancienne cité, berceau du royaume merina, qui en sa qualité de ville sacrée était interdite aux vazaha (terme générique désignant les Blancs et plus généralement les étrangers) et aux cochons. C'est dans cette ville que naquit le roi qui, après la conquête d'Antananarivo, devint le roi Andrianampoinimerina ou prince désiré par l'Imerina. Au sommet de la colline se trouve le Rova, enceinte fortifiée qui renferme la case où vécut le roi Andrianampoinimerina de 1788 à 1810 ; deux pavillons en bois avec étage où venaient séjourner les reines Ranavalona Ire et Ranavalona II ; un parc à bœufs et les bassins sacrés où se baignaient les reines. Petite anecdote, le mur d'enceinte est couvert d'un enduit fait à base d'œuf. Il s'agit du seul site malgache à figurer sur la liste du patrimoine mondial de l'Unesco sur la base de critères culturels.";http://commons.wikimedia.org/wiki/Special:FilePath/View_of_Ambohimanga_sacred_hill_Madagascar.JPG?width=300
http://dbpedia.org/resource/Amphitheatre_of_El_Jem;Amphithéâtre d'El Jem;http://en.wikipedia.org/wiki/Amphitheatre_of_El_Jem;35.2964;10.7069;L'amphithéâtre d'El Jem (arabe : مسرح الجم), aussi appelé Colisée de Thysdrus, est un amphithéâtre romain situé dans l'actuelle ville tunisienne d'El Jem, l'antique Thysdrus de la province romaine d'Afrique. Construit vraisemblablement vers le premier tiers du IIIe siècle, même si sa datation a fait l'objet de débats, il prend la succession de deux édifices du même genre, dont l'étude a permis d'analyser la genèse de ces constructions monumentales destinées aux loisirs. Il a probablement abrité des combats de gladiateurs ainsi que des courses de chars et autres jeux du cirque, mais surtout des exhibitions de bêtes sauvages et des reconstitutions de chasses aux fauves particulièrement prisées. Selon Jean-Claude Golvin, l'édifice marque avec quelques autres l'apogée de ce genre de monument, au « terme d'une évolution architecturale étalée sur près de quatre siècles ». Cependant, la situation de Thysdrus, avec ses trois amphithéâtres étudiés scientifiquement, « paraît unique au monde » selon Hédi Slim. Ce « Grand amphithéâtre », le monument romain le plus célèbre de la Tunisie, est l'amphithéâtre le mieux conservé d'Afrique du Nord. Il a fait l'objet d'un classement au patrimoine mondial de l'Unesco en 1979. L'amphithéâtre accueille chaque année environ 530 000 visiteurs.;http://commons.wikimedia.org/wiki/Special:FilePath/Anfiteatro,_El_Jem,_Túnez,_2016-09-04,_DD_55-66_HDR_PAN.jpg?width=300
http://dbpedia.org/resource/Carthage_amphitheatre;Amphithéâtre de Carthage;http://en.wikipedia.org/wiki/Carthage_amphitheatre;36.8561;10.3151;L'amphithéâtre de Carthage est un amphithéâtre romain construit au Ier siècle dans la ville de Carthage, reconstruite par Jules César (Colonia Julia Karthago) et qui devient la capitale de la province romaine d'Afrique. La prédation qui sévit sur le site archéologique fait que seule subsiste l'arène, alors que l'édifice faisait l'admiration de voyageurs, y compris au Moyen Âge. Le site fait l'objet de fouilles à la fin du XIXe siècle, mais aussi de restauration et d'aménagements contestables du fait de la tradition chrétienne qui en fait un lieu de martyre.;http://commons.wikimedia.org/wiki/Special:FilePath/Amphitheatre_carthage_2006.jpg?width=300
http://dbpedia.org/resource/Amphitheatre_of_Mérida;Amphithéâtre de Mérida;http://en.wikipedia.org/wiki/Amphitheatre_of_Mérida;38.9162;-6.33772;L'Amphithéâtre de Mérida était situé dans la ville romaine de Emerita Augusta en Hispanie (aujourd'hui Mérida dans l'Estrémadure).;http://commons.wikimedia.org/wiki/Special:FilePath/Circo_romano_de_Merida.JPG?width=300
http://dbpedia.org/resource/Tarragona_Amphitheatre;Amphithéâtre de Tarragone;http://en.wikipedia.org/wiki/Tarragona_Amphitheatre;41.1147;1.25931;L’amphithéâtre de Tarragone a été construit au IIe siècle. Il se situe à Tarragone (auparavant Tarraco), en Catalogne. Monument emblématique de la vile, il est l’un des éléments de l’ « ensemble archéologique de Tarragone » inscrit sur la liste du patrimoine mondial par l’UNESCO en 2000, sous l’identification 875-007. Sa forme elliptique est caractéristique de ce genre de construction. En partie taillé à même la roche, en partie soutenu sur des voûtes en opus caementicium, il conserve une grande partie des gradins, l’arène et les sous-sols.;http://commons.wikimedia.org/wiki/Special:FilePath/Amphitheatre_of_Tarragona_02.jpg?width=300
http://dbpedia.org/resource/Trier_Amphitheater;Amphithéâtre de Trèves;http://en.wikipedia.org/wiki/Trier_Amphitheater;49.7481;6.64905;L'amphithéâtre de Trèves était situé en bordure de la ville romaine d'Augusta Treverorum, enfoncé en partie dans la montagne. Construit aux alentours de l'an 100, il reçut des améliorations et un riche décor au cours des siècles suivants. Il est situé à l'extrême ouest de l'Allemagne actuelle, dans la ville de Trèves, colonie romaine importante dans la défense contre les Barbares. Son arène mesurait 75 mètres de long pour 50 mètres de large, et 25 000 à 30 000 spectateurs pouvaient trouver place dans l'amphithéâtre, ce qui le situait parmi les dix plus grands amphithéâtres romains. Les gradins se constituaient de trois rangées de vingt-quatre rangs de spectateurs. À l'intérieur du mur, 14 petits locaux étaient creusés, vraisemblablement pour les cages des animaux. Sous l'arène, s'étendait un sous-sol où l'on trouvait la machinerie commandant les ascenseurs ainsi que la montée ou la descente des plateaux. Le sous-sol, aujourd'hui dégagé, est accessible. Les entrées principales nord et sud étaient des portes triomphales à triple passage. Aux IVe et Ve siècles, l'amphithéâtre servit en même temps de porte à la cité du fait que l'entrée nord était située à l'intérieur de la ville, et l'entrée sud à l'extérieur du mur de l'enceinte urbaine. Au Moyen Âge, il servit de carrière. On pouvait voir des combats de gladiateurs ou des combats de prisonniers contre des fauves affamés. Au XXIe siècle se déroulent dans l'amphithéâtre, entre autres, des concerts et des parties du festival romain Brot und Spiele avec des simulations de batailles de gladiateurs.;http://commons.wikimedia.org/wiki/Special:FilePath/Trier_Roman_amphitheatre_in_October_2011.JPG?width=300
http://dbpedia.org/resource/Old_Rauma;Ancienne Rauma;http://en.wikipedia.org/wiki/Old_Rauma;61.1283;21.5117;"La vieille ville de Rauma ou ancienne Rauma selon la dénomination de l'UNESCO (en finnois : Vanha Rauma ; en suédois : Gamla Raumo) est le centre historique de la ville de Rauma en Finlande, inscrite depuis 1991 sur la liste du patrimoine mondial de l'UNESCO.";http://commons.wikimedia.org/wiki/Special:FilePath/Rauma_3.jpg?width=300
http://dbpedia.org/resource/Andrássy_út;Andrássy út;http://en.wikipedia.org/wiki/Andrássy_út;47.4886;19.0869;Andrássy út (« avenue Andrássy ») est une avenue de 2 310 mètres dans le VIe arrondissement de Budapest. Elle relie le centre-ville au Városliget (parc municipal). Avec la ligne du métro de Budapest, l'avenue est classée au patrimoine mondial par l'UNESCO depuis 2002.;http://commons.wikimedia.org/wiki/Special:FilePath/Hősök_tere_éjszaka_-_Budapest.jpg?width=300
http://dbpedia.org/resource/Angkor;Angkor;http://en.wikipedia.org/wiki/Angkor;13.4125;103.867;Angkor est un site archéologique du Cambodge composé d'un ensemble de 200 temples et de nombreux aménagements hydrauliques (barays, canaux) dispersés sur plus de 400 km² qui fut la capitale de l'Empire khmer du IXe au XIVe siècle. C'est l'ensemble de monument le plus important de l'art khmer. Ces ruines, méticuleusement restaurées pour certaines, sont situées dans les forêts au nord du Tonlé Sap, en bordure de la ville de Siem Reap. Classées depuis 1992 au patrimoine mondial par l'UNESCO, elles attiraient encore en 2019 plus de 1,5 million de visiteurs sur les 8 premiers mois de l'année, constituant ainsi la principale attraction touristique au Cambodge.;http://commons.wikimedia.org/wiki/Special:FilePath/Angkor_Wat.jpg?width=300
http://dbpedia.org/resource/Angra_do_Heroísmo;Angra do Heroísmo;http://en.wikipedia.org/wiki/Angra_do_Heroísmo;38.6556;-27.2194;"Angra do Heroísmo (/ˈɐ̃ɡɾɐ du eɾuˈiʒmu/ ; littéralement : « Ruisseau de l'héroïsme ») est une ville et une municipalité portugaise, située sur la côte sud de l'île de Terceira, dans l'archipel des Açores, dont elle fut la capitale entre 1766 et 1832. Son centre est classé au patrimoine mondial de l'Unesco. En 2011, Angra do Heroísmo avait une population de 35 402 habitants vivant sur une superficie de 239 km2. Elle est frontalière avec Praia da Vitória au nord-est. Bien que le siège du gouvernement régional des Açores soit situé à Ponta Delgada, sur l'île de São Miguel, Angra do Heroísmo est la capitale historique de l'archipel. Le représentant de l'État portugais, appelé ministre de la République, y réside. Le maire actuel est (PS).";http://commons.wikimedia.org/wiki/Special:FilePath/Angra_do_Heroísmo_-_Sicht_vom_Obelisken_auf_Stadt_und_Hafenbucht_mit_Monte_Brasil.JPG?width=300
http://dbpedia.org/resource/Aphrodisias;Aphrodisias;http://en.wikipedia.org/wiki/Aphrodisias;37.7083;28.7236;Aphrodisias (en grec Ἀφροδισιάς) est une petite cité antique de Carie, en Asie mineure. Le site archéologique est situé près du village de Geyre, en Turquie, à environ 230 km d'Izmir (traditionnellement appelée Smyrne). Aphrodisias doit son nom à Aphrodite, la déesse grecque de l'Amour qui avait, dans le sanctuaire de la ville, son unique statue de culte : l'Aphrodite d'Aphrodisias. L'antique Aphrodisias ne fut redécouverte par les archéologues qu'au XXe siècle. À partir de 1961, , un archéologue turc formé aux États-Unis, décida de consacrer sa vie à la résurrection de la ville. Lorsque les premiers experts arrivèrent, le site était recouvert par un village. Ils ont retrouvé quelques fragments de statues et des sarcophages encastrés dans les murs des maisons ou servant d'enclos pour les chèvres.;http://commons.wikimedia.org/wiki/Special:FilePath/Aphrodisias_turkey.jpg?width=300
http://dbpedia.org/resource/Aqueduct_of_Vanvitelli;Aqueduc Carolino;http://en.wikipedia.org/wiki/Aqueduct_of_Vanvitelli;41.0592;14.4017;L’aqueduc Carolino (également appelé en italien acquedotto Carolino ou acquedotto di Vanvitelli) est un ouvrage d'art hydraulique, un aqueduc de 38 kilomètres, situé dans la région de Campanie, dans la province de Caserte, destiné à acheminer l'eau de la source du Fizzo jusqu'au sommet de Montebriano.;http://commons.wikimedia.org/wiki/Special:FilePath/Vanvitelli_aqueduct.jpg?width=300
http://dbpedia.org/resource/Aqueduct_of_Segovia;Aqueduc de Ségovie;http://en.wikipedia.org/wiki/Aqueduct_of_Segovia;40.9481;-4.11778;L’aqueduc de Ségovie, Espagne, a été édifié dans la deuxième moitié du Ier siècle ou au début du IIe siècle, du règne de Claude à celui de Trajan, selon les avis.;http://en.wikipedia.org/wiki/Special:FilePath/Aqueduct_of_Segovia_08.jpg?width=300
http://dbpedia.org/resource/Acueducto_de_los_Milagros;Aqueduc des Miracles;http://en.wikipedia.org/wiki/Acueducto_de_los_Milagros;38.9244;-6.34667;L'aqueduc des Miracles (en espagnol : Acueducto de los Milagros) ou pont des Miracles est un aqueduc romain qui alimentait la colonie d'Emerita Augusta, future ville de Mérida, dans l'Estrémadure en Espagne. Bien d'intérêt culturel depuis 1912, elle est également, depuis 1993, inscrite au Patrimoine mondial de l'Unesco, via le groupe de monuments dénommé « Ensemble archéologique de Mérida ».;http://commons.wikimedia.org/wiki/Special:FilePath/El_acueducto_de_Los_Milagros.jpg?width=300
http://dbpedia.org/resource/Triumphal_Arch_of_Orange;Arc d'Orange;http://en.wikipedia.org/wiki/Triumphal_Arch_of_Orange;44.1419;4.80508;L'arc antique d'Orange ou, communément arc de triomphe d'Orange est un arc monumental romain du début du Ier siècle, qui marque l'entrée nord d'Arausio (aujourd'hui Orange, dans le département français de Vaucluse) sur la Via Agrippa (la route nationale 7 avant son déclassement). L'arc d'Orange a été inscrit sur la première liste des monuments historiques (1840) et figure depuis 1981 sur la liste du patrimoine mondial en Europe.;http://commons.wikimedia.org/wiki/Special:FilePath/Arc_de_Triomphe_d'Orange.jpg?width=300
http://dbpedia.org/resource/Arc_de_Berà;Arc de Berà;http://en.wikipedia.org/wiki/Arc_de_Berà;41.173;1.46869;L'arc de Berà (en catalan, Arc de Berà qui tient son nom du comte de Berà) est un arc de triomphe construit probablement en 13 av. J.-C. par les Romains à environ vingt kilomètres au nord-est de Tarraco (aujourd'hui Tarragone en Catalogne), près de la localité de Roda de Barà. L'arc de Berà est l'un des éléments de l'« ensemble archéologique de Tarragone », déclaré au Patrimoine mondial par l'UNESCO en 2000, sous l'identification 875-014.;http://commons.wikimedia.org/wiki/Special:FilePath/Spain.Catalonia.Roda.de.Bara.Arc.Bera.jpg?width=300
http://dbpedia.org/resource/Arch_of_Galerius_and_Rotunda;Arc de Galère;http://en.wikipedia.org/wiki/Arch_of_Galerius_and_Rotunda;40.6333;22.9529;L'arc de Galère (en grec moderne : Αψίδα του Γαλέριου) est un monument tétrachique de Thessalonique construit entre 299 et 305. Contrairement à son appellation, il ne s'agit pas d'un arc de triomphe mais de la dernière baie restante d'un tétrapyle.;http://commons.wikimedia.org/wiki/Special:FilePath/Thessaloniki_Arch_and_tomb_of_Galerius.jpg?width=300
http://dbpedia.org/resource/Bonin_Islands;Archipel Ogasawara;http://en.wikipedia.org/wiki/Bonin_Islands;27.7183;142.1;L'archipel Ogasawara (小笠原諸島, Ogasawara shotō) est un archipel du Japon composé de 41 îles pour 73 km2 de superficie, situé à environ neuf cents kilomètres au sud de Honshū. L'île principale, Haha-jima, se trouve à 933 km de Nojima Zaki, un cap japonais à proximité de Chiba (Honshū). Toutefois, depuis ce même cap, il est nécessaire de parcourir 1 799 km vers le sud-est pour rejoindre Minamitori-shima, une des îles les plus excentrées. À l'exception de cette dernière terre, localisée dans l'océan Pacifique, toutes les îles de l'archipel se trouvent en mer des Philippines. Cet ensemble d'îles forme, avec l'archipel d'Izu, l'archipel Nanpō, un ensemble insulaire plus vaste qui s'étend de la péninsule d'Izu aux îles Mariannes. L'archipel Ogasawara s'étend le long de la fosse océanique d'Izu Bonin. Il correspond à l'entité administrative de la sous-préfecture d'Ogasawara (小笠原支庁, Ogasawara-shichō), sous-préfecture de Tōkyō.;http://commons.wikimedia.org/wiki/Special:FilePath/Ogasawara_islands.png?width=300
http://dbpedia.org/resource/Vegaøyan;Archipel de Vega;http://en.wikipedia.org/wiki/Vegaøyan;65.6167;11.75;L’archipel de Vega (en norvégien : Vegaøyan) est un petit archipel situé au large de la côte Atlantique de la Norvège. Il compte environ 6 500 îles, îlots et récifs et est occupé depuis environ 1 500 ans, mais certaines traces de présence humaine remontent à l'âge de la pierre. Administrativement, l'archipel constitue la kommune de Vega qui dépend du comté de Nordland. Sa superficie est de 103 710 hectares dont 6 930 hectares de terres émergées. Trois îles seulement sont habitées de façon permanente : Vega (de loin la plus étendue et la plus peuplée), Ylvingen et Omnøy. Le point culminant de l'archipel, le Gullsvågfjellet (737 m), se situe sur l'île de Vega. À l'instar des îles Lofoten, Vega, de par sa situation exceptionnelle, fut très tôt occupé par l'homme. Bercées par le Gulf Stream, les eaux sont extrêmement poissonneuses et attirent de nombreux oiseaux, dont l'eider. Au IXe siècle, les îles étaient devenues un grand centre d'approvisionnement en duvet fourni par les eiders, matière dont on estima qu'elle contribua jusqu'à un tiers des revenus des habitants[réf. nécessaire]. L'archipel de Vega est inscrit depuis 2004 sur la liste du patrimoine mondial de l'UNESCO.;http://commons.wikimedia.org/wiki/Special:FilePath/Vegavista.jpg?width=300
