"bridge","name","length","span","date","wiki","lat","lon","abstract","photo"
"http://dbpedia.org/resource/Huangpu_Bridge","Pont de Huangpu","7.016",1108.0,2008-01-01,"http://en.wikipedia.org/wiki/Huangpu_Bridge",23.0686,113.481,"Le pont de Huangpu (chinois traditionnel : 黄埔大桥) franchit le Zhu Jiang (aussi appelé rivière des Perles) à hauteur de la ville de Guangzhou, dans la province du Guangdong en République populaire de Chine. Ouvert à la circulation le 16 décembre 2008, il détint alors le record du second plus grand pont à haubans à un pylône et du quatrième plus grand pont suspendu de Chine.","http://commons.wikimedia.org/wiki/Special:FilePath/Huangpu_Bridge-2.jpg?width=300"
"http://dbpedia.org/resource/Russky_Bridge","Pont de l'île Rousski","3.1",1104.0,2012-01-01,"http://en.wikipedia.org/wiki/Russky_Bridge",43.0631,131.908,"Le pont de l'île Rousski (en russe : Русский мост, Rousski most) est un pont à haubans de 1104 m qui relie la ville de Vladivostok à l'île Rousski (kraï du Primorie, Russie).","http://commons.wikimedia.org/wiki/Special:FilePath/Russki_Island_Bridge,_Russia1.jpg?width=300"
"http://dbpedia.org/resource/Baling_River_Bridge","Pont du Balinghe","2.237",1088.0,2009-01-01,"http://en.wikipedia.org/wiki/Baling_River_Bridge",25.9611,105.629,"Le pont du Balinghe (chinois traditionnel : 坝陵河大桥) est un pont suspendu qui franchit la vallée de la rivière Baling près de la ville de Guanling dans la province de Guizhou en République populaire de Chine. Avec une hauteur de 370 m par rapport au fond de la vallée, son tablier est l'un des plus hauts du monde.","http://commons.wikimedia.org/wiki/Special:FilePath/Balinghe_Bridge-1.jpg?width=300"
"http://dbpedia.org/resource/Sutong_Yangtze_River_Bridge","Pont de Sutong","8.206",1088.0,2008-01-01,"http://en.wikipedia.org/wiki/Sutong_Yangtze_River_Bridge",31.7894,121.002,"Le pont de Sutong (chinois simplifié : 苏通长江大桥 ; chinois traditionnel : 蘇通長江大橋 ; pinyin : Sūtōng Chángjiāng dàqiáo ; litt. « Pont de Sutong sur le Yangtsé ») est un pont à haubans franchissant le fleuve Yangtsé et reliant les villes de Suzhou et Nantong, dans la province du Jiangsu à l'est de la Chine. Mis en service le lundi 30 juin 2008, il est alors le pont à haubans ayant la plus grande portée au monde jusqu'à l'ouverture du pont de l'île Rousski en juillet 2012 en Russie avec 1 104 mètres. Avec une portée de 1 088 mètres, il dépasse ainsi de 198 mètres le précédent record qui était détenu par le pont de Tatara au Japon. Il franchit ainsi le seuil symbolique des 1 000 mètres de portée que seuls les ponts suspendus avaient jusqu’à présent dépassé.","http://commons.wikimedia.org/wiki/Special:FilePath/Sutong_Yangtze_River_Bridge.JPG?width=300"
"http://dbpedia.org/resource/Bosphorus_Bridge","Pont des Martyrs du 15-Juillet","1.56",1074.0,1973-01-01,"http://en.wikipedia.org/wiki/Bosphorus_Bridge",41.0453,29.0344,"Le pont du Bosphore (en turc Boğaziçi Köprüsü), aussi appelé premier pont du Bosphore, et depuis le 25 juillet 2016 pont des Martyrs du 15-Juillet (en turc 15. Temmuz Şehitler Köprüsü), est l'un des trois ponts suspendus d'Istanbul, en Turquie. Lors de son ouverture en 1973, le pont du Bosphore était le 4e plus long pont suspendu au monde, et le plus long à l'extérieur des États-Unis (seuls le pont Verrazano-Narrows, le pont du Golden Gate et le pont Mackinac avaient une longueur plus grande en 1973). Le pont du Bosphore est resté le plus long pont suspendu en Europe jusqu'à l'ouverture du pont du Humber en 1981, et le plus long pont suspendu en Asie jusqu'à l'ouverture du pont Fatih Sultan Mehmet (deuxième pont sur le Bosphore) en 1988 (lui-même dépassé un an plus tard par le pont de Minami Bisan-Seto en 1989). Actuellement, le pont du Bosphore est le 25e plus long pont suspendu au monde.","http://commons.wikimedia.org/wiki/Special:FilePath/Bosphorus_Bridge.jpg?width=300"
"http://dbpedia.org/resource/George_Washington_Bridge","Pont George-Washington","1.450848",1066.8,1931-01-01,"http://en.wikipedia.org/wiki/George_Washington_Bridge",40.8517,-73.9527,"Le pont George-Washington (en anglais George Washington Bridge ; couramment nommé GW Bridge, GWB , GW ou George) est un pont suspendu payant qui traverse l'Hudson, entre la ville de New York et celle de Fort Lee. Il relie le quartier de Washington Heights, dans le nord de l'arrondissement de Manhattan à la ville de Fort Lee, dans l'État du New Jersey. Le GW est considéré comme l'un des ponts les plus utilisés par les automobilistes au monde ; en 2013, plus de 100 millions de véhicules l'ont emprunté, ce qui établit à environ 300 000 le nombre moyen de passages quotidiens. Le GW Bridge est en outre le quatrième plus grand pont suspendu des États-Unis. Il est géré par le Port Authority of New York and New Jersey. Le pont George Washington est à deux niveaux : le plus élevé possède quatre voies de circulation à double sens, et le moins élevé trois voies de circulation à double sens, ce qui porte à quatorze le nombre de voies. Le pont possède en plus deux chemins de chaque côté, réservés aux piétons. La vitesse sur le pont est limitée à 45 mph, soit 70 km/h même si les conditions de circulation difficiles permettent rarement d'atteindre une telle vitesse. Le tarif de passage s'élève à 16 $ pour un automobiliste, mais peut être réduit aux heures de pointe où des frais moins élevés s'appliquent sous certaines conditions aux possesseurs du E-ZPass. Le péage n'a lieu que dans le sens New Jersey → New York.","http://commons.wikimedia.org/wiki/Special:FilePath/George_Washington_Bridge_from_New_Jersey-edit.jpg?width=300"
"http://dbpedia.org/resource/George_Washington_Bridge","Pont George-Washington","1.450848",1066.8,1962-01-01,"http://en.wikipedia.org/wiki/George_Washington_Bridge",40.8517,-73.9527,"Le pont George-Washington (en anglais George Washington Bridge ; couramment nommé GW Bridge, GWB , GW ou George) est un pont suspendu payant qui traverse l'Hudson, entre la ville de New York et celle de Fort Lee. Il relie le quartier de Washington Heights, dans le nord de l'arrondissement de Manhattan à la ville de Fort Lee, dans l'État du New Jersey. Le GW est considéré comme l'un des ponts les plus utilisés par les automobilistes au monde ; en 2013, plus de 100 millions de véhicules l'ont emprunté, ce qui établit à environ 300 000 le nombre moyen de passages quotidiens. Le GW Bridge est en outre le quatrième plus grand pont suspendu des États-Unis. Il est géré par le Port Authority of New York and New Jersey. Le pont George Washington est à deux niveaux : le plus élevé possède quatre voies de circulation à double sens, et le moins élevé trois voies de circulation à double sens, ce qui porte à quatorze le nombre de voies. Le pont possède en plus deux chemins de chaque côté, réservés aux piétons. La vitesse sur le pont est limitée à 45 mph, soit 70 km/h même si les conditions de circulation difficiles permettent rarement d'atteindre une telle vitesse. Le tarif de passage s'élève à 16 $ pour un automobiliste, mais peut être réduit aux heures de pointe où des frais moins élevés s'appliquent sous certaines conditions aux possesseurs du E-ZPass. Le péage n'a lieu que dans le sens New Jersey → New York.","http://commons.wikimedia.org/wiki/Special:FilePath/George_Washington_Bridge_from_New_Jersey-edit.jpg?width=300"
"http://dbpedia.org/resource/Stonecutters_Bridge","Pont de Stonecutters","1.596",1018.0,2009-01-01,"http://en.wikipedia.org/wiki/Stonecutters_Bridge",22.3258,114.119,"Le pont de Stonecutters (chinois simplifié : 昂船洲大桥 ; chinois traditionnel : 昂船洲大橋 ; pinyin : áng chuán zhōu dà qiáo ; cantonais Jyutping : ngong5 syun4 zau1 daai6 kiu4 ; litt. « « Grand pont du continent des bateaux élevés » ») est un pont à haubans franchissant le canal de Rambler à Hong Kong et reliant les îles de Tsing Yi et de Ngong shuen chau (chinois simplifié : 昂船洲 ; cantonais Jyutping : ngong5 syun4 zau1), ou Stonecutters en anglais, signifiant tailleurs de pierre). Mis en service le dimanche 20 décembre 2009, il est depuis cette date le deuxième pont à haubans le plus grand au monde avec une portée de 1 018 mètres, derrière le pont de Sutong dont la portée est de 1 088 mètres. Le pont constitue une section de la (en), reliant Sha Tin, (en), l’île Tsing Yi, Ma Wan et l'île de Lantau. Les autres grands ouvrages faisant partie de cet itinéraire sont le (en) (achevé en 2008), le (en) (achevé en 2008), le (en) (achevé en 2008), le pont Tsing Ma (achevé en 1997) et le (en) (terminé en 1997).","http://commons.wikimedia.org/wiki/Special:FilePath/Stonecutters'_Bridge,_Hong_Kong.jpg?width=300"
"http://dbpedia.org/resource/25_de_Abril_Bridge","Pont du 25-Avril","2.277",1012.88,1966-01-01,"http://en.wikipedia.org/wiki/25_de_Abril_Bridge",38.6892,-9.17694,"Le pont du 25-Avril (ou « ponte 25 Abril » en portugais) est le premier pont suspendu au-dessus du Tage, à Lisbonne, au Portugal. En 1960, encore sous la dictature de Salazar, la décision est prise de faire un pont sur le Tage. Cette tâche est confiée aux Américains de l’American Bridge avec l’aide de onze sociétés locales. L'acier provient de la United States Steel Export Company. Les travaux débutent deux ans plus tard et en moins de quatre ans le pont est prêt avec six mois d'avance le 6 août 1966, jour de son inauguration. Le pont est nommé pont Salazar, d'après le dictateur du Portugal à l'époque. Mais tout de suite après la révolution des œillets, il est renommé pont du 25-Avril, jour de la révolution. Le concessionnaire actuel du pont est Lusoponte. Surplombant le pont du 25-Avril, le Cristo Rei situé dans la municipalité d'Almada fait face à la ville de Lisbonne. C'est un pont routier et ferroviaire, le chemin de fer passant au 1er niveau, sous la voie autoroutière.","http://commons.wikimedia.org/wiki/Special:FilePath/Ponte25Abril1.jpg?width=300"
"http://dbpedia.org/resource/Forth_Road_Bridge","Pont autoroutier du Forth","2.512",1006.0,1964-01-01,"http://en.wikipedia.org/wiki/Forth_Road_Bridge",56.0008,-3.40417,"Le pont autoroutier du Forth (Forth Road Bridge en anglais) est un pont suspendu enjambant le fleuve Forth à quelques kilomètres de la ville d'Édimbourg en Écosse. Ouvert à la circulation en 1964, il mesure 2 512 mètres de long et voit passer près de 70 000 véhicules par jour. Depuis le 5 septembre 2017, le trafic autoroutier a été basculé sur le nouveau pont du Forth (Queensferry Crossing) qui permet une vitesse autoroutière de 113 km/h. Depuis février 2018, l'ancien pont autoroutier est entièrement réservé aux transports publics (bus, taxi) et doux (vélos, piétons, motocycles en dessous de 125 cm3).","http://commons.wikimedia.org/wiki/Special:FilePath/Forth_Road_Bridge01_2002-04-07.jpg?width=300"
"http://dbpedia.org/resource/Severn_Bridge","Pont sur la Severn","1.6",987.552,1966-01-01,"http://en.wikipedia.org/wiki/Severn_Bridge",51.6092,-2.63833,"Le pont sur la Severn (gallois; Pont Hafren) est un pont suspendu qui franchit le fleuve Severn entre le South Gloucestershire au nord de Bristol en Angleterre et Sir Fynwy en pays de Galles du Sud en traversant , une péninsule entre le fleuve Severn et l'estuaire de la rivière Wye. Il s'agit du premier pont sur la Severn entre l'Angleterre et le pays de Galles, inauguré par la reine Élisabeth II le 8 septembre 1966. L'ouvrage obtint le statut de monument classé Grade I en 1998.","http://commons.wikimedia.org/wiki/Special:FilePath/Old_severn_bridge_small.jpg?width=300"
"http://dbpedia.org/resource/Yichang_Yangtze_River_Highway_Bridge","Pont de Yichang","1.187",960.0,2001-01-01,"http://en.wikipedia.org/wiki/Yichang_Yangtze_River_Highway_Bridge",30.5696,111.392,"Le pont de Yichang (chinois simplifié : 宜昌长江公路大桥 ; chinois traditionnel : 宜昌長江公路大橋 ; pinyin : Yíchāng Changjiang Gonglu Dàqiáo) franchit le Yangzi Jiang à hauteur de la ville de Yichang, dans la province du Hubei en Chine. Il est le premier grand pont à être conçu entièrement par des chinois.","http://commons.wikimedia.org/wiki/Special:FilePath/Yichang_Yangtze_Highway_Bridge_2.jpg?width=300"
"http://dbpedia.org/resource/Edong_Yangtze_River_Bridge","Pont d'Edong","1.486",926.0,2010-01-01,"http://en.wikipedia.org/wiki/Edong_Yangtze_River_Bridge",30.2607,115.074,"Le pont d'Edong (chinois simplifié : 鄂东长江大桥 ; chinois traditionnel : 鄂東長江大橋 ; pinyin : Èdōng Chángjiāng dàqiáo ; litt. « Pont d'Edong sur le Yangtze ») franchit le Yangzi Jiang (Yangtze) à hauteur de Huangshi près de Wuhan dans la province de Hubei en Chine. C'est un pont à haubans d'une portée remarquable de 926 m qui le fait figurer parmi les plus grands ouvrages de ce type. Les études de faisabilité ont commencé en août 2003 et il fut mis en service le 28 septembre 2010.","http://commons.wikimedia.org/wiki/Special:FilePath/E’dong_Yangtze_River_Bridge.JPG?width=300"
"http://dbpedia.org/resource/Sidu_River_Bridge","Pont du Siduhe","1.222",900.0,2009-01-01,"http://en.wikipedia.org/wiki/Sidu_River_Bridge",30.6212,110.395,"Le pont du Siduhe (chinois simplifié : 四渡河特大桥) est un pont suspendu long de 1 222 mètres traversant la vallée de la rivière près de dans le Xian de Badong (Hubei) en République populaire de Chine. Le pont a été dessiné par le CCSHCC Second Highway Consultants Company, Ltd. et sa construction a coûté 720 millions de yuan, soit environ cent millions de dollars américains. Il a été ouvert à la circulation le 15 novembre 2009. Il détient entre 2009 et 2016 le record du plus haut pont du monde, son tablier surplombant la vallée à 496 mètres de hauteur et dépasse ainsi le Royal Gorge Bridge (1929) aux États-Unis (291 mètres au-dessus de la rivière) et le viaduc de Millau (2004) en France (270 mètres au-dessus du Tarn). Il a été surpassé par le pont du Beidangjiang en 2016 qui présente un tablier surplombant la vallée du à 564 mètres de hauteur.","http://commons.wikimedia.org/wiki/Special:FilePath/Siduhe_Bridge-4.jpg?width=300"
"http://dbpedia.org/resource/Tatara_Bridge","Pont de Tatara","1.48",890.0,1999-01-01,"http://en.wikipedia.org/wiki/Tatara_Bridge",34.2595,133.062,"Le pont de Tatara (多々羅大橋, Tatara Ōhashi) est un pont à haubans qui fait partie de la voie express Nishiseto, communément connue sous le nom de Shimanami kaidō (しまなみ海道) au Japon. Le pont a une portée principale de 890 mètres et a détenu le record de portée pour les ponts à haubans de 1999 jusqu’au 30 juin 2008 où le pont de Sutong lui a ravi ce record avec 1 088 mètres, lui-même devancé ensuite par le pont de l'île Rousski en 2012.","http://en.wikipedia.org/wiki/Special:FilePath/TataraOhashi.jpg?width=300"
"http://dbpedia.org/resource/Humen_Pearl_River_Bridge","Pont de Humen","3.618",888.0,1997-01-01,"http://en.wikipedia.org/wiki/Humen_Pearl_River_Bridge",22.7931,113.609,"Le pont de Tumen (chinois simplifié : 虎门大桥 ; chinois traditionnel : 虎門大橋 ; pinyin : Hǔmén Dàqiáo ; litt. « Grand Pont de la Porte du Tigre » API : \xu²¹¹ mən³⁵ ta̠⁵¹ t͡ɕʰi̯ɑʊ̯³⁵\) est un pont suspendu qui franchit le Zhu Jiang (aussi appelé Rivière des Perles) au niveau du détroit appelé la porte du tigre, dans la province du Guangdong en Chine. Il relie le district de Nansha de Canton au bourg de Humen, dans la ville-préfecture de Dongguan, depuis juin 1997.","http://en.wikipedia.org/wiki/Special:FilePath/Humen_Bridge_Small.jpg?width=300"
"http://dbpedia.org/resource/Pont_de_Normandie","Pont de Normandie","2.14321",856.0,1995-01-01,"http://en.wikipedia.org/wiki/Pont_de_Normandie",49.4358,0.274444,"Le pont de Normandie est un pont à haubans enjambant l'estuaire de la Seine et reliant Le Havre, au niveau de la commune de Sandouville, à Honfleur. La conception de cet ouvrage exceptionnel est due à Michel Virlogeux. La construction du pont de Normandie a été confiée, pour la partie béton, au groupement d'entreprises « GIE Pont de Normandie » et, pour la partie métal, à Monberg et Thorsen. Ce « GIE Pont de Normandie » rassemblait sept entreprises : Bouygues, Campenon-Bernard, Dumez, GTM, Spie Batignolles, Quillery et Sogea. La fourniture et la mise en œuvre des haubans avait été sous-traitée par le GIE Pont de Normandie à Freyssinet (société du groupe Soletanche Freyssinet). Les études générales ainsi que les études de la partie béton ont été faites par le GIE Pont de Normandie et ont été dirigées par B. Raspaud (Bouygues), tandis que les études de la partie métallique ont été confiées à Eiffel et Cowi-Consult. Le CSTB (Centre Scientifique et Technique du Bâtiment) a eu pour rôle les mesures du site et de simuler le comportement aérodynamique de la structure. La direction du chantier a été assurée par G. Barlet (Campenon-Bernard) et P. Jacquet (Bouygues). En 1994, la portée principale de l’ouvrage bat de plus de 250 m le précédent record du monde datant de 1993 (Shanghai), mais celui-ci est perdu en 1998 pour 34 m (pont de Tatara au Japon). Son record de longueur de pont à haubans a été perdu en 2003 avec les 2 883 mètres du pont Rion-Antirion et, si l'on considère la longueur de tablier suspendu par haubanage (2 252 m), c’est le viaduc de Millau qui prend la relève avec 2 444 m. Le coût de construction du pont équivaut à 233 millions d'euros et s'élève à 419 millions en incluant les ouvrages annexes, les études préliminaires et les frais financiers.","http://commons.wikimedia.org/wiki/Special:FilePath/Pont_de_Normandie_from_above.jpg?width=300"
"http://dbpedia.org/resource/Tacoma_Narrows_Bridge_(1940)","Pont du détroit de Tacoma (1940)","1.8102072",853.44,1940-01-01,"http://en.wikipedia.org/wiki/Tacoma_Narrows_Bridge_(1940)",47.2667,-122.55,"Le pont du détroit de Tacoma ou pont de Tacoma, en anglais Tacoma Narrows Bridge, est un pont suspendu qui franchissait le détroit de Tacoma, un rétrécissement du Puget Sound, aux États-Unis. Il reliait les villes de Tacoma et de Gig Harbor dans l'État de Washington. Inauguré le 1er juillet 1940, il s'effondre le 7 novembre 1940, lors d'un des plus célèbres accidents de génie civil. Le pont de substitution, ouvert en 1950, est toujours en service ; il a été doublé en 2007. Le pont, conjointement avec celui construit en 1950, a été désigné en 2012 comme faisant partie de la liste des Historic Civil Engineering Landmarks par l'American Society of Civil Engineers.","http://commons.wikimedia.org/wiki/Special:FilePath/Tacoma_Narrows_Bridge_Location.png?width=300"
"http://dbpedia.org/resource/Tacoma_Narrows_Bridge","Pont du détroit de Tacoma (2007)","1.64592",853.44,1950-01-01,"http://en.wikipedia.org/wiki/Tacoma_Narrows_Bridge",47.2681,-122.551,"Le pont du détroit de Tacoma ou pont de Tacoma, en anglais Tacoma Narrows Bridge, est un pont suspendu des États-Unis situé dans l'État de Washington et permettant de franchir le détroit de Tacoma. Construit en 2007, il double un ancien pont suspendu pour faire face à l'accroissement du trafic routier dans la région.","http://commons.wikimedia.org/wiki/Special:FilePath/Tacoma_Narrows_Bridge_2009.jpg?width=300"
"http://dbpedia.org/resource/Tacoma_Narrows_Bridge","Pont du détroit de Tacoma (2007)","1.64592",853.44,2007-01-01,"http://en.wikipedia.org/wiki/Tacoma_Narrows_Bridge",47.2681,-122.551,"Le pont du détroit de Tacoma ou pont de Tacoma, en anglais Tacoma Narrows Bridge, est un pont suspendu des États-Unis situé dans l'État de Washington et permettant de franchir le détroit de Tacoma. Construit en 2007, il double un ancien pont suspendu pour faire face à l'accroissement du trafic routier dans la région.","http://commons.wikimedia.org/wiki/Special:FilePath/Tacoma_Narrows_Bridge_2009.jpg?width=300"
"http://dbpedia.org/resource/Tacoma_Narrows_Bridge_(1950)","Pont du détroit de Tacoma (1950)","1.8223992",853.44,1950-01-01,"http://en.wikipedia.org/wiki/Tacoma_Narrows_Bridge_(1950)",47.2667,-122.55,"Le pont du détroit de Tacoma ou pont de Tacoma, en anglais Tacoma Narrows Bridge, est un pont suspendu des États-Unis situé dans l'État de Washington. Il permet de franchir le détroit de Tacoma.","http://commons.wikimedia.org/wiki/Special:FilePath/Tacoma_Bridge_Puget.jpg?width=300"
"http://dbpedia.org/resource/Askøy_Bridge","Pont d'Askøy","1.057",850.0,1992-01-01,"http://en.wikipedia.org/wiki/Askøy_Bridge",60.3961,5.2142,"Le Pont d'Askøy est un pont suspendu entre Askøy et Bergen en Norvège. Le pont a été construit en 1992, et il a la plus longue portée principale en Norvège (850 m).","http://commons.wikimedia.org/wiki/Special:FilePath/Askøybroen_1.jpg?width=300"
"http://dbpedia.org/resource/Jiujiang_Yangtze_River_Expressway_Bridge","Pont autoroutier de Jiujiang","1.405",818.0,2013-01-01,"http://en.wikipedia.org/wiki/Jiujiang_Yangtze_River_Expressway_Bridge",29.7223,115.908,"Le pont autoroutier de Jiujiang est un pont à haubans traversant le Yangzi Jiang et reliant les villes de Jiujiang (九江) dans le Jiangxi et le xian du Huangmei (黄梅) dans le Hubei. 
* Portail des ponts 
* Portail de la Chine","http://commons.wikimedia.org/wiki/Special:FilePath/Second_Jiujiang_Yangtze_River_Bridge.JPG?width=300"
"http://dbpedia.org/resource/Innoshima_Bridge","Pont Innoshima","1.339",770.0,1983-01-01,"http://en.wikipedia.org/wiki/Innoshima_Bridge",34.3569,133.18,"Le pont Innoshima (因島大橋, Innoshima Ō-hashi) est un pont suspendu reliant l'île Innoshima à île Mukoujima dans la préfecture de Hiroshima au Japon.","http://commons.wikimedia.org/wiki/Special:FilePath/Innoshima_Bridge.JPG?width=300"
