volcano;name;wiki;elevation;lat;lon;abstract;photo;eruption_date;eruption_year
http://dbpedia.org/resource/Atacazo;Atacazo;http://en.wikipedia.org/wiki/Atacazo;4463;-0.352778;-78.6169;L'Atacazo est un volcan à une dizaine de kilomètres au sud-ouest de Quito. Il n'est pas en activité actuellement.;http://commons.wikimedia.org/wiki/Special:FilePath/Atacazo_volcano.jpg?width=300;vers 320 AEC;-320
http://dbpedia.org/resource/Atlasov_Island;Atlasov;http://en.wikipedia.org/wiki/Atlasov_Island;2285;50.8608;155.564;L'île Atlassov (en russe : Остров Атласова, en japonais : 阿頼度島, Araido) est une île volcanique, la plus septentrionale des îles Kouriles, dans l'oblast de Sakhaline, à l'est de la Russie. L'île figure parfois sous les noms d'Ouïakhoujatch, d'Oyakoba et d'Alaïd. L'île porte le nom de Vladimir Atlassov, un explorateur russe du XVIIe siècle qui la rattacha à la péninsule voisine du Kamtchatka. L'île est essentiellement le cône d'un volcan sous-marin appelé Alaïd qui dépasse de la mer d'Okhotsk et culmine à une altitude de 2 339 m (point culminant des îles Kouriles). L'île a une superficie de 119 km2. Elle est actuellement inhabitée. Le volcan alterne avec les périodes actives, et les périodes calmes de repos, ce qui fait que l'île est potentiellement dangereuse à être habitée. L'île possède quelques sources d'eau chaude, non exploitées. Avec la teneur en souffre de la terre, la végétation est constituée de plantes basses, et de seulement quelques arbres. La forme presque parfaite de son volcan est à l'origine de nombreuses légendes parmi les peuples de la région, tels que les Itelmènes et les Aïnous des Kouriles. Le scientifique russe Stepan Kracheninnikov (1711–1756) entendit une fois que le volcan était autrefois une montagne du Kamtchatka, mais que les montagnes voisines devinrent jalouses de sa beauté et l'exilèrent en pleine mer, laissant à sa place le lac Kourile dans le sud du Kamtchatka. Géographiquement, cette histoire n'est pas sans fondement, car après la dernière période glaciaire la plupart des calottes fondirent, relevant le niveau des mers et submergeant peut-être un bras de terre entre le continent et le volcan.[réf. nécessaire];http://commons.wikimedia.org/wiki/Special:FilePath/Atlasovisland.jpg?width=300;2018;2018
http://dbpedia.org/resource/Aucanquilcha;Aucanquilcha;http://en.wikipedia.org/wiki/Aucanquilcha;6176;-21.1833;-68.5833;"L'Aucanquilcha est un stratovolcan situé dans le Nord du Chili dans la région d'Antofagasta, près de la frontière avec la Bolivie. Il culmine à l'altitude de 6 176 m. La dernière éruption date du Pléistocène. Une légère activité de fumeroles persiste cependant, et des dépôts de soufre se forment à son sommet. Une mine de sulfure ouverte en 1913 à 5 950 m d'altitude y a été en exploitation entre 1950 et 1992 ; c'était à cette époque la plus haute mine du monde.";http://commons.wikimedia.org/wiki/Special:FilePath/Volcán_Aucanquilcha,_Chile,_2016-02-10,_DD_11.JPG?width=300;Pléistocène;-2580000
http://dbpedia.org/resource/Avachinsky;Avachinsky;http://en.wikipedia.org/wiki/Avachinsky;2741;53.255;158.83;L'Avatchinski, appelé également Avatcha, (en transcription allemande : Awatscha, Awatschinskij), Gorelaïa sopka, Monastyr, Saria ou encore Souatchou, en russe Avatchinskaïa sopka, Авачинская сопка, est un volcan de Russie situé dans le sud de la péninsule du Kamtchatka, dans le kraï du même nom.;http://commons.wikimedia.org/wiki/Special:FilePath/Avachinsky_Volcano.jpg?width=300;2008;2008
http://dbpedia.org/resource/Azufral;Azufral;http://en.wikipedia.org/wiki/Azufral;4070;1.08333;-77.6833;L'Azufral ou Azufral de Túquerres est un stratovolcan de Colombie. Il est situé dans le département de Nariño, au sud-ouest du pays, dans la cordillère Occidentale des Andes colombiennes.;http://commons.wikimedia.org/wiki/Special:FilePath/Azufral.jpg?width=300;vers 930 AEC;-930
http://dbpedia.org/resource/Babase_Island;Babase;http://en.wikipedia.org/wiki/Babase_Island;200;-4.03333;153.717;Babase est une île volcanique de Papouasie-Nouvelle-Guinée, qui forme avec Ambitle le groupe des îles Feni, dans l'archipel Bismarck.;http://commons.wikimedia.org/wiki/Special:FilePath/Feni_Islands_NASA.jpg?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Volcán_Barú;Barú;http://en.wikipedia.org/wiki/Volcán_Barú;3474;8.80881;-82.5423;Le Barú ou Volcán de Chiriquí est un volcan endormi de la cordillère de Talamanca, à l'Ouest du Panama. Il constitue le point culminant du pays avec 3 474 mètres d'altitude. Sa riche végétation est protégée au nord par un parc national.;http://commons.wikimedia.org/wiki/Special:FilePath/Volcan_baru.jpg?width=300;1550;1550
http://dbpedia.org/resource/Beerenberg;Beerenberg;http://en.wikipedia.org/wiki/Beerenberg;2277;71.0767;-8.16444;Le Beerenberg (nom néerlandais pour « Montagne des ours ») est un volcan de l'île de Jan Mayen située entre la mer du Groenland (océan Arctique) au nord-ouest et la mer de Norvège (océan Atlantique) au sud-est.;http://commons.wikimedia.org/wiki/Special:FilePath/Beerenberg_Jan_Mayen.JPG?width=300;janvier 1985;1985
http://dbpedia.org/resource/Bezymianny;Bezymianny;http://en.wikipedia.org/wiki/Bezymianny;2882;55.9783;160.587;Le Bezymianny, en cyrillique Безымянный, terme russe qui signifie littéralement « sans nom » en français, est un volcan de Russie situé dans la péninsule du Kamtchatka. Il est voisin des volcans Kamen, Ouchkovski et Klioutchevskoï situés immédiatement au nord et du Tolbatchik situé au sud. Alors considéré comme éteint, le volcan entame une nouvelle phase éruptive en 1955 lorsqu'il entre dans une violente éruption qui sera suivie par des dizaines d'autres.;http://commons.wikimedia.org/wiki/Special:FilePath/Kamchatka_Bezy_Kliyu_Kamen.jpg?width=300;2021;2021
http://dbpedia.org/resource/Brennisteinsalda;Brennisteinsalda;http://en.wikipedia.org/wiki/Brennisteinsalda;855;63.9808;-19.1458;"La Brennisteinsalda est un volcan culminant à 881 m, appartenant au complexe de volcans Torfajökull situé dans le Sud de l'Islande. Le nom signifie « onde soufrée » (de l'islandais alda : « vague », stein : « pierre », et brenna : « brûler ») en référence aux solfatares à son pied qui dégagent une vapeur qu'on aperçoit de loin, notamment depuis le camp du Landmannalaugar. Cette montagne, relativement facile à escalader, présente un ensemble de couleurs très impressionnant : le rouge du fer, le jaune des sulfures, le bleu et le noir de la lave, le vert des lichens d'Islande. C'est une des montagnes les plus photogéniques d'Islande dont on retrouve souvent les images dans les publications. Quand on emprunte la Laugavegur, du Landmannalaugar pour aller à Þórsmörk, on passe sur le flanc Sud-Ouest de cette montagne. 
";http://commons.wikimedia.org/wiki/Special:FilePath/Islande_Brennisteinsalda_20040816.jpg?width=300;1961;1961
http://dbpedia.org/resource/Brown_Peak_(Sturge_Island);Brown Peak;http://en.wikipedia.org/wiki/Brown_Peak_(Sturge_Island);1705;-67.6833;164.967;Le pic Brown (en anglais : Brown Peak) est un volcan de l'île Sturge en Antarctique. S'élevant à 1 524 m d'altitude, il est le point culminant des îles Balleny.;http://commons.wikimedia.org/wiki/Special:FilePath/LocationBalleny.png?width=300;2001;2001
http://dbpedia.org/resource/Mount_Bulusan;Bulusan Volcano;http://en.wikipedia.org/wiki/Mount_Bulusan;1565;12.77;124.05;"Le Bulusan est un volcan situé sur l'île de Luçon aux Philippines. 
";http://commons.wikimedia.org/wiki/Special:FilePath/A_dormant_Mt._Bulusan.jpg?width=300;2017;2017
http://dbpedia.org/resource/Bárðarbunga;Bárðarbunga;http://en.wikipedia.org/wiki/Bárðarbunga;2009;64.6411;-17.5281;Le Bárðarbunga (prononcé [ˈpaurðarpuŋka] ), toponyme islandais signifiant littéralement en français « bosse de Bárður » (prénom islandais), aussi appelé Bárðarbunga-Veiðivötn du nom d'une fissure volcanique associée au volcan central, est un volcan d'Islande situé sous le Vatnajökull, la plus grande calotte glaciaire du pays. Second plus haut volcan d'Islande, il est voisin du Grímsvötn, un autre volcan sous-glaciaire connu pour ses jökulhlaups.;http://commons.wikimedia.org/wiki/Special:FilePath/Bárðarbunga_Volcano,_September_4_2014_-_15146259395.jpg?width=300;2014;2014
http://dbpedia.org/resource/Cabaray;Cabaraya;http://en.wikipedia.org/wiki/Cabaray;5869;-19.1458;-68.6983;"Le Cabaray est un stratovolcan situé en Bolivie. Il est situé entre les volcans Isluga et Tata Sabaya, à l'est de la frontière avec le Chili. 
";http://commons.wikimedia.org/wiki/Special:FilePath/Cabaray.jpg?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Calbuco_(volcano);Calbuco;http://en.wikipedia.org/wiki/Calbuco_(volcano);2015;-41.33;-72.6183;Le Calbuco est un volcan du Chili s'élevant au sud-est du lac Llanquihue, au nord-est de la ville de Puerto Montt et au nord-est du golfe du Seno de Reloncaví. Composé d'andésite et couvert à son sommet de glaciers, il culmine à 2 015 mètres d'altitude. Alors que sa dernière éruption remontait au 26 août 1972, il est, sans signe avant-coureur, brusquement entré en éruption le 22 avril 2015.;http://commons.wikimedia.org/wiki/Special:FilePath/Calbuco_11_Feb_2010_zoomed_in.jpg?width=300;mars 2021;2021
http://dbpedia.org/resource/Callaqui;Callaqui;http://en.wikipedia.org/wiki/Callaqui;3164;-37.9167;-71.45;Le Callaqui est un volcan du Chili qui se présente sous la forme d'un stratovolcan recouvert de glaciers et culminant à 3 164 mètres d'altitude. Sa dernière éruption remonte à octobre 1980.;http://commons.wikimedia.org/wiki/Special:FilePath/Volcan_Callaqui_y_Laguna_El_Barco.jpg?width=300;octobre 1980;1980
http://dbpedia.org/resource/Carihuairazo;Carihuairazo;http://en.wikipedia.org/wiki/Carihuairazo;5018;-1.40694;-78.75;"Le mont Carihuairazo (également orthographié Carihuayrazo) est un volcan coiffé par une caldeira voisin de la plus haute montagne de l'Équateur, le Chimborazo. Son sommet s'élève à une altitude de 5 018 mètres. 
";http://commons.wikimedia.org/wiki/Special:FilePath/Chimborazy_y_Carihuairazo_desde_Quisapincha_1.JPG?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Carrán-Los_Venados;Carrán-Los Venados;http://en.wikipedia.org/wiki/Carrán-Los_Venados;1114;-40.308;-72.07;Le Carrán-Los Venados est un massif volcanique du Chili regroupant une cinquantaine de cônes pyroclastiques, de maars ainsi qu'un stratovolcan, le , point culminant du massif avec 1 114 mètres d'altitude. Cet ensemble s'étire sur 17 kilomètres de longueur entre les lacs Ranco au nord-ouest, au nord-est et au sud-est.;http://commons.wikimedia.org/wiki/Special:FilePath/Cerro-carran.jpg?width=300;avril à mai 1979;1979
http://dbpedia.org/resource/Cay_(volcano);Cay;http://en.wikipedia.org/wiki/Cay_(volcano);2090;-45.0625;-72.9858;Le cerro Cay est un stratovolcan, situé dans la XIe région Aisén del General Carlos Ibáñez del Campo, dans le Sud-Ouest du Chili. Son sommet est recouvert de glaciers et culmine à 2 090 mètres d'altitude.;http://commons.wikimedia.org/wiki/Special:FilePath/Lago_Yulton.jpg?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Cerro_Arenales;Cerro Arenales;http://en.wikipedia.org/wiki/Cerro_Arenales;3437;-47.1958;-73.4683;L'Arenales est un volcan du Chili, en bordure du champ de glace Nord de Patagonie, dont la nature n'a été découverte qu'en 1963. Considéré comme éteint, il a cependant connu une petite éruption le 8 mars 1979.;http://commons.wikimedia.org/wiki/Special:FilePath/Cerro_Arenales.jpg?width=300;mars 1979;1979
http://dbpedia.org/resource/Cerro_Azul_(Chile_volcano);Cerro Azul;http://en.wikipedia.org/wiki/Cerro_Azul_(Chile_volcano);3788;-35.653;-70.761;Le Cerro Azul est un stratovolcan actif de la région du Maule au centre du Chili. Son altitude est de 3 788 mètres et il est surmonté d'un cratère d'une largeur de 500 mètres qui est ouvert au nord. Sous le sommet, le volcan comporte de nombreux cônes de scories et de cônes satellites. Le Cerro Azul fut le théâtre des plus grandes éruptions connues d'Amérique du Sud qui se produisirent en 1846 et 1932.;http://commons.wikimedia.org/wiki/Special:FilePath/Cerro_Azul.jpg?width=300;août 1967;1967
http://dbpedia.org/resource/Cerro_Macá;Cerro Macá;http://en.wikipedia.org/wiki/Cerro_Macá;2300;-45.1058;-73.1692;Le cerro Macá est un stratovolcan, situé au nord du et à l'est du canal Moraleda, dans la région d'Aysén del General Carlos Ibáñez del Campo, au Chili. Le sommet du volcan culmine à une altitude de 2 300 mètres. Ce volcan, recouvert d'un glacier, se trouve le long de la faille Liquiñe-Ofqui.;http://commons.wikimedia.org/wiki/Special:FilePath/Volcan_Maca.jpg?width=300;1560;1560
http://dbpedia.org/resource/Miñiques;Cerro Miñiques;http://en.wikipedia.org/wiki/Miñiques;5910;-23.8167;-67.7667;Le Miñiques est un volcan du Chili qui se présente sous la forme d'un stratovolcan et de dômes de lave imbriqués dont le sommet est constitué de trois cratères.;http://commons.wikimedia.org/wiki/Special:FilePath/Volcán_Miñiques,_Chile,_2016-02-08,_DD_47.jpg?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Cerro_Overo;Cerro Overo;http://en.wikipedia.org/wiki/Cerro_Overo;4555;-23.5175;-67.6625;Le Cerro Overo est un volcan du Chili qui se présente sous la forme d'un maar de 600 mètres de diamètre pour 80 mètres de profondeur. Les rebords du cratère, qui culmine à 4 555 mètres d'altitude, sont entourés par des dépôts d'éjecta atteignant une épaisseur de 1,5 mètre. Il est entouré par le Chiliques au sud-ouest, le à l'est et la au nord-ouest. Il est né d'explosions phréato-magmatiques, peut-être au cours de l'Holocène. Il repose sur des ignimbrites rejetés au Pliocène par la caldeira de . Les roches siliceuses qu'il a émis sont les plus récentes d'origine volcanique de cette partie de la cordillère des Andes.;http://commons.wikimedia.org/wiki/Special:FilePath/Volcan_del_Altiplano_(24830134013).jpg?width=300;il y a environ 77000 ans;-74979
http://dbpedia.org/resource/Cerro_Pantoja;Cerro Pantojo;http://en.wikipedia.org/wiki/Cerro_Pantoja;2024;-40.7667;-71.95;Le Cerro Pantoja (parfois aussi Cerro Pantojo) est un volcan situé sur la frontière entre l'Argentine et le Chili. Il s'agit d'un stratovolcan fortement érodé se présentant sous la forme d'un neck, une ancienne cheminée volcanique, culminant à 2 024 mètres d'altitude ainsi que d'un cône de cendre du côté argentin. Il se trouve juste au sud du , une importante voie de communication trans-andine entre le Chili et l'Argentine.;http://commons.wikimedia.org/wiki/Special:FilePath/Cerro_Pantojo.JPG?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Cerro_del_Azufre;Cerro del Azufre;http://en.wikipedia.org/wiki/Cerro_del_Azufre;5846;-21.7872;-68.2375;Le Cerro del Azufre est un volcan du Chili qui se présente sous la forme d'un stratovolcan flanqué de dômes de lave couronné par un cratère et culminant à 5 846 mètres d'altitude.;http://commons.wikimedia.org/wiki/Special:FilePath/Cerro_del_Azufre,_Chile,_2016-02-09,_DD_38.JPG?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Chikurachki;Chikurachki;http://en.wikipedia.org/wiki/Chikurachki;1816;50.3233;155.461;"Le Tchikouratchki, en russe : Чикурачки, est un volcan de Russie situé dans le nord des îles Kouriles, sur Paramouchir, île dont il constitue le point culminant avec 1 816 mètres d'altitude. 
";http://commons.wikimedia.org/wiki/Special:FilePath/Chikurachki_med.jpg?width=300;juillet 2016;2016
http://dbpedia.org/resource/Chiliques;Chiliques;http://en.wikipedia.org/wiki/Chiliques;5778;-23.5833;-67.7;Le Chiliques est un volcan du Chili qui se présente sous la forme d'un stratovolcan couronné par un cratère sommital. Alors considéré comme endormi, des images thermiques satellites ont mis en évidence en 2002 des zones très chaudes dans le cratère et en haut de ses flancs.;http://commons.wikimedia.org/wiki/Special:FilePath/Chiliques_volcano.jpg?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Chinameca_(volcano);Chinameca;http://en.wikipedia.org/wiki/Chinameca_(volcano);1300;13.478;-88.33;"Le Chinameca est un stratovolcan du Salvador. 
";http://commons.wikimedia.org/wiki/Special:FilePath/ChinamecaVolcano.jpg?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Colachi;Colachi;http://en.wikipedia.org/wiki/Colachi;5631;-23.2364;-67.645;Le Colachi est un volcan du Chili qui se présente sous la forme d'un stratovolcan couronné par un cratère dans lequel s'inscrit un dôme de lave et culminant à 5 631 mètres d'altitude. Composé d'andésite et de dacite, il s'est édifié sur des terrains formés d'ignimbrites.;http://commons.wikimedia.org/wiki/Special:FilePath/Salar_de_Pujsa_con_Acamarachi.jpg?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Concepción_(volcano);Concepción;http://en.wikipedia.org/wiki/Concepción_(volcano);1610;11.538;-85.622;Le Concepción est un volcan du Nicaragua, le plus haut des deux stratovolcans qui constituent l'île d'Ometepe avec 1 700 mètres d'altitude, située dans le lac Nicaragua. Le Concepción est actif et dangereux pour les populations de l'île (éboulements fréquents, notamment sur son flanc sud, partiellement effondré). Le volcan Concepción est en effet l'un des édifices les plus actifs du pays et aussi l'un des plus hauts. Il forme la partie nord-ouest de l'île. Comme d'importantes failles traversent l'édifice actif et régulent partiellement ses éruptions, le magma sort ainsi parfois assez bas sur ses pentes. Les flancs nord et sud sont pour cette raison parsemés de cônes de scories, de dômes et de maars. Au XXe siècle, le volcan a été le siège de fréquentes éruptions explosives modérées qui se produisaient surtout dans le cratère sommital.;http://commons.wikimedia.org/wiki/Special:FilePath/Concepcion_(volcano).jpg?width=300;mai à juillet 2015;2015
http://dbpedia.org/resource/Conchagua_(volcano);Conchagua;http://en.wikipedia.org/wiki/Conchagua_(volcano);1225;13.275;-87.845;"Le Conchagua est un stratovolcan du Salvador. 
";http://commons.wikimedia.org/wiki/Special:FilePath/ConchaguaVolcano.jpg?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Copahue;Copahue;http://en.wikipedia.org/wiki/Copahue;2997;-37.85;-71.1667;Le Copahue est un stratovolcan situé à la frontière entre l'Argentine et le Chili.;http://commons.wikimedia.org/wiki/Special:FilePath/Astronaut_Photography_of_Earth_-_Quick_View_-_Copahue_Volcano.PNG?width=300;2016;2016
http://dbpedia.org/resource/Copiapó_(volcano);Copiapó;http://en.wikipedia.org/wiki/Copiapó_(volcano);6052;-27.3058;-69.1308;"Le Copiapó, aussi appelé Cerro de Azufre ou Lastarria, est un volcan du Chili qui se présente sous la forme d'un stratovolcan culminant à 6 052 mètres d'altitude. Il est accompagné de huit cônes pyroclastiques dont le s'élevant à 4 978 mètres d'altitude. 
";http://commons.wikimedia.org/wiki/Special:FilePath/Salar_Maricunga_Atacama.jpg?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Corcovado_Volcano;Corcovado;http://en.wikipedia.org/wiki/Corcovado_Volcano;2300;-43.1833;-72.8;Le Corcovado est un volcan du sud du Chili.;http://commons.wikimedia.org/wiki/Special:FilePath/Corcovado_volcano_aerial.jpg?width=300;vers 4920 AEC;-4920
http://dbpedia.org/resource/Cordón_de_Puntas_Negras;Cordón de Puntas Negras;http://en.wikipedia.org/wiki/Cordón_de_Puntas_Negras;5852;-23.7428;-67.5342;Le Cordón de Puntas Negras est un massif volcanique situé dans la région d'Antofagasta au Chili. Il est composé de 25 bouches éruptives représentées par des stratovolcans, des cônes pyroclastiques, des dômes de lave et des maars.;http://commons.wikimedia.org/wiki/Special:FilePath/Puntas_negras_volcanic_complex_chile_ii_region.jpg?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Coropuna;Coropuna;http://en.wikipedia.org/wiki/Coropuna;6377;-15.55;-72.65;Le Nevado Coropuna est un stratovolcan du Pérou. Il se trouve dans la province de Condesuyos, au sein de la région d'Arequipa, dans le Sud du pays, et fait partie de la zone volcanique centrale des Andes. Il culmine à 6 377 mètres et est couronné par une calotte glaciaire qui descend jusqu'à 5 200 mètres d'altitude.;http://en.wikipedia.org/wiki/Special:FilePath/Coropuna_Volcano.jpg?width=300;il y a environ 950 ans;1071
http://dbpedia.org/resource/Cosigüina;Cosigüina;http://en.wikipedia.org/wiki/Cosigüina;872;12.98;-87.57;"Le Cosigüina est un volcan du Nicaragua qui ferme au sud le golfe de Fonseca. En 1835, une des plus violentes éruptions historiques (avec celles du Tambora, du Krakatoa et du mont Katmai) a décapité le volcan, ramenant son altitude (estimée à 2 300 mètres avant l'éruption) à seulement 872 mètres. 
";http://commons.wikimedia.org/wiki/Special:FilePath/Nicaragua_volcan_Cosigüina_5.jpg?width=300;août 1859;1859
